"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","31/747","82/3535",0.378048780487805,1.78902602279035,3.74151208796427,0.000353155943739676,0.00220542283233349,0.0012214416099267,"5578/2246/3709/4915/5255/2776/2778/2767/5260/1910/5333/5257/56848/5027/8536/113026/493/4916/114/4842/2247/2915/817/6786/23236/57118/952/3707/3706/5330/5530",31
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","18/747","39/3535",0.461538461538462,2.18412109978375,3.84848590376006,0.000389721087367171,0.00238509305468708,0.00132094936981294,"5595/196/5594/3716/6777/3556/4088/4792/5602/3122/3115/3551/5601/5530/3113/4087/3123/3127",18
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","33/747","90/3535",0.366666666666667,1.73516287371709,3.65643112445311,0.000442393778354545,0.00265436267012727,0.0014700804605796,"5595/10580/5594/369/5565/5290/5255/5562/5260/5295/5257/3845/89801/5834/23265/5571/3636/23433/4893/5563/5602/208/3991/5836/207/3551/8660/7248/57521/6654/5601/3265/7249",33
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","19/747","43/3535",0.441860465116279,2.09099965754491,3.7253657144677,0.000535187444193615,0.00314937226775474,0.00174423438289822,"5595/5906/5594/369/5879/5290/998/5908/5295/3845/2549/5781/4893/208/207/54583/6654/3265/9915",19
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","12/747","22/3535",0.545454545454545,2.58123402701716,3.85048650620302,0.000570626999972423,0.00329456343380305,0.00182464641500616,"2771/5290/2778/5295/11343/114/2773/2770/208/3991/207/8660",12
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","49/747","151/3535",0.324503311258278,1.53563481298261,3.48168343299694,0.000614101623984874,0.00347990920258095,0.00192729749437748,"5595/55970/5578/5594/2246/5879/5520/9863/59345/4915/5290/5562/3716/3675/3693/5295/2788/3685/3845/2783/3696/7143/5649/2782/5526/3679/5728/5525/4893/5563/2247/7529/208/5516/5515/23239/207/5521/6794/3551/7248/3691/57521/5585/6654/3265/7249/55844/7531",49
"Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","20/747","47/3535",0.425531914893617,2.01372867355949,3.62100905131644,0.000696679418596686,0.00387607094710156,0.00214670595969505,"5595/9459/5594/369/5879/5290/998/3716/5295/3845/4088/5899/5898/5602/208/5338/207/3551/5601/4087",20
"Organismal Systems","Immune system","hsa04611","Platelet activation","30/747","82/3535",0.365853658536585,1.73131550592614,3.46785242375385,0.000832520809988509,0.00454913156886578,0.00251947087233364,"5595/2771/5906/5594/3709/5290/387/5908/2776/54518/2778/10672/5295/2977/2534/6093/695/114/8773/2773/2983/83660/2770/6786/208/23236/6916/2207/207/5330",30
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","21/747","51/3535",0.411764705882353,1.94857862823844,3.53155959452924,0.000870036201120826,0.00467072065864864,0.00258681123509608,"3628/5290/3705/5305/5333/8776/3635/113026/9677/3636/5728/23236/23396/9807/3707/22876/3706/5330/9107/3612/4329",21
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","20/747","48/3535",0.416666666666667,1.97177599286033,3.50839109213153,0.000962165592562522,0.00496324668181202,0.00274882255167436,"5595/2771/5578/5594/369/2768/3709/387/2776/5142/2778/10672/2767/114/2773/2770/23236/5338/5330/409",20
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","25/747","65/3535",0.384615384615385,1.82010091648646,3.45387349752405,0.000968969652350962,0.00496324668181202,0.00274882255167436,"5595/2771/5578/5594/3709/5290/2776/2778/2767/5295/6777/3845/114/4893/2773/5602/2770/208/23236/207/8660/5330/6654/5601/3265",25
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","42/747","127/3535",0.330708661417323,1.56500015811277,3.35619994209098,0.00097318562388471,0.00496324668181202,0.00274882255167436,"5595/5594/7082/2768/5879/10006/23191/4646/8976/998/387/10163/10672/3071/10552/10787/79784/5781/2534/2597/26999/10810/4615/6093/3059/7456/4792/355/5602/10094/10096/10093/81873/10097/347733/2017/834/7189/3551/382/5601/147179",42
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","23/747","59/3535",0.389830508474576,1.84478025094729,3.38670261580784,0.00123710368734914,0.00601719518185002,0.00333253671922206,"5595/5594/22808/3709/5290/387/5295/3845/10379/5781/4792/4893/5602/1540/208/2207/834/207/3551/9261/5601/3265/5530",23
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","23/747","59/3535",0.389830508474576,1.84478025094729,3.38670261580784,0.00123710368734914,0.00601719518185002,0.00333253671922206,"5595/5578/5594/5879/5290/998/5295/5333/6777/3845/2152/113026/4088/3383/4893/5602/208/23236/207/5330/5601/3265/4087",23
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","27/747","73/3535",0.36986301369863,1.75028882653903,3.35253689468659,0.00123883430214559,0.00601719518185002,0.00333253671922206,"5595/2771/5578/5594/482/5520/2776/2778/476/785/477/493/5526/114/5525/2773/2770/817/208/23236/784/5516/5515/207/5521/5330/55844",27
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","17/747","39/3535",0.435897435897436,2.06278103868465,3.4541212439406,0.00125885907858514,0.00601891996948521,0.00333349196796395,"5595/2771/5578/5594/2776/2778/1910/3845/114/4893/2773/2770/817/23236/5330/1499/3265",17
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","20/747","49/3535",0.408163265306122,1.93153566647543,3.39845109897919,0.00130997576756715,0.00616696284423922,0.00341548337778643,"5595/5578/5906/5594/369/3709/5908/2776/6196/2890/3845/2891/114/4893/2915/817/23236/5330/3265/5530",20
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","22/747","56/3535",0.392857142857143,1.8591030789826,3.35397069312773,0.00139428803262238,0.00646442633306741,0.00358022923847215,"5595/2771/5578/5594/7082/3709/2776/2778/2767/3845/2977/114/4893/2773/2983/2770/2915/23236/347733/5330/6654/3265",22
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","48/747","153/3535",0.313725490196078,1.48463133580072,3.17188617735658,0.00158881760422503,0.00725639084914715,0.0040188473571128,"5595/5594/960/824/823/5879/63916/3709/5290/8976/998/387/10163/826/5295/5333/9844/10552/643246/1793/84557/113026/4615/26100/6093/3059/4792/3611/5602/83660/10094/10096/208/23236/10093/81873/10097/8678/2017/834/207/7189/3551/382/57521/5330/10670/5601",48
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","19/747","47/3535",0.404255319148936,1.91304223988151,3.2613600671237,0.00196867910924617,0.00885905599160778,0.0049064603187095,"5595/5594/975/5879/5290/5295/3635/3845/695/3636/4792/4893/208/207/3551/6654/7409/3265/5530",19
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","20/747","51/3535",0.392156862745098,1.8557891697509,3.18610430738936,0.0023334980197096,0.0102007199147305,0.0056495215214022,"1837/6645/3675/3693/1496/8910/785/3685/3696/1756/6444/3679/4842/1605/6443/784/6641/3691/1499/6640",20
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","20/747","51/3535",0.392156862745098,1.8557891697509,3.18610430738936,0.0023334980197096,0.0102007199147305,0.0056495215214022,"1837/2778/6645/3675/3693/8910/785/3685/3696/1756/6444/114/3679/4842/1605/6443/784/6641/3691/6640",20
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","17/747","41/3535",0.414634146341463,1.96215757338296,3.20718394701185,0.00243729804676966,0.0104646566065339,0.00579569904937034,"10203/2894/2892/117/1910/187/2890/2561/5027/2908/2891/9568/2899/2893/2915/885/79627",17
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","30/747","87/3535",0.344827586206897,1.63181461478096,3.08825287256398,0.00246227214271386,0.0104646566065339,0.00579569904937034,"5595/55970/2771/5578/5594/2892/3709/59345/2776/140679/2788/2890/2561/2783/57406/2891/2782/11343/114/2773/5602/2893/2770/2915/23236/4707/222236/5330/5601/22999",30
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","28/747","80/3535",0.35,1.65629183400268,3.07301837382114,0.00265021252673302,0.010958986934869,0.00606947676819368,"5595/5578/5594/8131/729438/5290/387/5562/5295/6196/3845/5728/4893/5563/208/51719/534/207/6794/3551/7248/57521/6654/10670/3265/7249/54468/81617",28
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","28/747","80/3535",0.35,1.65629183400268,3.07301837382114,0.00265021252673302,0.010958986934869,0.00606947676819368,"5595/5594/369/975/6041/5520/5290/3716/3434/5295/3845/10379/4792/4893/355/7529/208/5516/5515/207/7189/5521/3551/1499/6654/3265/55844/7531",28
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","16/747","38/3535",0.421052631578947,1.99253152962728,3.18372452388421,0.00269239258109494,0.0109849617308673,0.0060838625341233,"55970/2771/5578/59345/5142/2778/140679/2788/2561/2783/9568/2782/114/2773/2770/409",16
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","39/747","122/3535",0.319672131147541,1.51277240107973,2.98320846103981,0.00294421183497831,0.011743691374346,0.00650407399817578,"5595/55970/5578/5906/5594/22808/2246/369/2768/5879/4915/998/5908/57551/6196/4763/785/3556/3845/9448/4217/4615/4893/355/5602/2247/208/23162/784/207/7189/3551/409/6654/5494/9261/5601/3265/5530",39
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","15/747","35/3535",0.428571428571429,2.0281124497992,3.1636454562718,0.00295511188177987,0.011743691374346,0.00650407399817578,"5595/5594/369/5290/5295/1496/3845/5728/4893/3611/208/207/1499/6654/3265",15
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","19/747","49/3535",0.387755102040816,1.83495888315165,3.04611732665636,0.00346294304636988,0.0135853919511434,0.00752407328563496,"5595/5594/2246/369/5290/5295/1496/3845/2549/4088/4893/2247/208/207/1499/6654/3265/5243/4087",19
"Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","11/747","23/3535",0.478260869565217,2.26325592223968,3.14575717684792,0.00382944421428203,0.0148330370831684,0.00821506353763366,"6518/482/5290/5295/476/477/208/23236/207/5330/93432",11
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","37/747","116/3535",0.318965517241379,1.50942851867239,2.88741951141757,0.00389356258270132,0.0148928768788325,0.00824820494493306,"5595/5578/5594/22808/960/369/5879/3709/5290/998/387/3693/5295/3685/3845/2549/5781/4478/6385/6093/3059/287/4893/355/2247/54776/817/208/2017/207/3316/1499/6654/7409/3265/4087/7074",37
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","15/747","36/3535",0.416666666666667,1.97177599286033,3.03314123888201,0.00409757164171764,0.0154797150909333,0.00857321682022794,"5565/5562/26060/5781/5571/4792/5563/5602/208/23205/207/6794/3551/8660/5601",15
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","17/747","43/3535",0.395348837209302,1.87089443043492,2.97378668235702,0.00441772690856629,0.0164856638295279,0.00913034701256961,"55970/2771/5578/59345/140679/2788/2561/2783/9568/11337/2571/2782/2752/114/18/2773/2770",17
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","14/747","33/3535",0.424242424242424,2.00762646545779,3.00985555237527,0.00452355405622997,0.016677199291643,0.00923642616427425,"5595/5594/3716/6777/4792/5602/3122/3115/3551/5601/5530/3113/3123/3127",14
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","15/747","37/3535",0.405405405405405,1.91848474981005,2.90676617669988,0.00557595119960328,0.0200734243185718,0.0111173763855867,"5565/5290/5562/5295/3845/1410/5571/114/4893/5563/208/207/8660/57521/3265",15
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","15/747","37/3535",0.405405405405405,1.91848474981005,2.90676617669988,0.00557595119960328,0.0200734243185718,0.0111173763855867,"5290/3716/5295/2273/10254/6777/2670/10379/5781/208/8027/207/6654/3265/1489",15
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","19/747","51/3535",0.372549019607843,1.76299971126335,2.84064902024949,0.00579740962157196,0.0206279923744305,0.0114245159005274,"5595/5578/5594/3709/998/2776/2778/2767/3845/114/4893/5602/817/23236/5338/5330/6654/5601/3265",19
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","16/747","41/3535",0.390243902439024,1.84673653965455,2.8224481233154,0.0065930707495463,0.0230240778439403,0.0127515532606618,"5578/482/3709/2776/2778/476/2977/477/493/114/4842/2983/683/23236/952/5330",16
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","18/747","48/3535",0.375,1.7745983935743,2.79652319460628,0.00662130343224428,0.0230240778439403,0.0127515532606618,"5565/5290/5562/5295/26060/3845/5571/114/4893/5563/208/207/6794/8660/7248/57521/3265/7249",18
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","13/747","31/3535",0.419354838709677,1.98449712829814,2.84944606279885,0.00691940264100805,0.0237903057095333,0.0131759175068279,"5595/5594/2246/369/5290/5295/3845/5728/4893/2247/208/207/3265",13
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","15/747","38/3535",0.394736842105263,1.86799830902558,2.78426167899422,0.0074565329073261,0.0250736161499098,0.0138866604751822,"5595/5578/5594/5879/5290/998/5295/56848/3845/4893/208/207/9261/3265/5530",15
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","15/747","38/3535",0.394736842105263,1.86799830902558,2.78426167899422,0.0074565329073261,0.0250736161499098,0.0138866604751822,"5595/5594/5290/3716/5295/3845/4088/4893/2247/208/207/1499/3265/4087/100532731",15
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","22/747","63/3535",0.349206349206349,1.65253607020675,2.70478113315888,0.00756713667199358,0.025114390770058,0.0139092429101457,"5595/10580/5906/5594/7082/5879/2241/8976/998/387/5908/10163/1496/2534/4088/10810/9855/6093/5797/7525/1499/83605",22
"Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","12/747","28/3535",0.428571428571429,2.0281124497992,2.82682510566807,0.00763280503795881,0.025114390770058,0.0139092429101457,"5878/5869/5868/2778/1783/6810/361/396/9230/51164/1778/1781",12
"Human Diseases","Substance dependence","hsa05033","Nicotine addiction","6/747","10/3535",0.6,2.83935742971888,3.01462821134679,0.00837058024375772,0.0272489101552113,0.0150914156690369,"2892/140679/2890/2561/2891/2893",6
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","39/747","129/3535",0.302325581395349,1.43068397621494,2.57916089869464,0.00848160634185772,0.0273197004274575,0.0151306218397684,"5595/55970/2771/5578/5594/5879/3709/59345/5290/2776/2767/5295/2788/3845/2783/2782/4615/4792/4893/2773/355/6892/5602/3105/6891/2770/208/207/25939/7189/3551/3133/5601/3265/5530/3107/3106/1073/3984",39
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","16/747","42/3535",0.380952380952381,1.80276662204373,2.70870586421858,0.00861542114851978,0.0274616549109068,0.0152092412819264,"5595/5578/5594/369/5290/2272/5295/6777/3845/4893/208/207/3800/6654/3798/3265",16
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","30/747","94/3535",0.319148936170213,1.51029650516961,2.59532274768177,0.00882217773744877,0.0278307875016425,0.0154136800404694,"5595/2771/5578/5594/1808/5879/5364/5290/998/387/5295/23654/3983/3845/5781/2534/10509/6093/54961/4893/2773/3611/2770/817/57522/3265/5530/1073/3984/22854",30
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","19/747","53/3535",0.358490566037736,1.69647142027228,2.64407664468277,0.0092835830410289,0.0282498469194657,0.0156457700517165,"5595/5594/5290/64285/5295/153090/83786/4217/3383/4792/355/5602/1540/6868/208/207/3551/5601/83737",19
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","26/747","79/3535",0.329113924050633,1.55745344246183,2.59347740841527,0.00929456172796969,0.0282498469194657,0.0156457700517165,"5595/2771/5594/482/2768/3709/387/2776/10672/2767/1910/476/2977/477/493/6093/114/2773/2983/2770/208/23236/207/8660/5330/5530",26
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","22/747","64/3535",0.34375,1.62671519410977,2.61866589943868,0.00929861432230979,0.0282498469194657,0.0156457700517165,"5565/3709/5255/2776/5562/2778/5260/5257/5213/5834/5571/5315/5563/5211/817/208/23236/5836/207/5330/5530/5224",22
