Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
ISG20,2.1734919181192893,1.0270471755719969e-4,ATRT_vs_Glial,ISG20,3669,Up
MCM2,1.8665080051280931,1.0270471755719969e-4,ATRT_vs_Glial,MCM2,4171,Up
EMG1,2.118683134734077,1.0300020492228908e-4,ATRT_vs_Glial,EMG1,10436,Up
SAAL1,1.9226682547194844,1.078786100509794e-4,ATRT_vs_Glial,SAAL1,113174,Up
HAT1,1.815551242383325,1.0808832323378318e-4,ATRT_vs_Glial,HAT1,8520,Up
EED,1.4102936381687812,1.0808832323378318e-4,ATRT_vs_Glial,EED,8726,Up
COLGALT1,2.5049835329274295,1.1594805242640971e-4,ATRT_vs_Glial,COLGALT1,79709,Up
CPOX,1.9465418264888719,1.2003374600861784e-4,ATRT_vs_Glial,CPOX,1371,Up
PDCD11,1.7605483742877546,1.220743770177109e-4,ATRT_vs_Glial,PDCD11,22984,Up
RBM47,2.5101947541024003,1.252303713164228e-4,ATRT_vs_Glial,RBM47,54502,Up
DUSP12,1.6615133693454993,1.3448914858152274e-4,ATRT_vs_Glial,DUSP12,11266,Up
XPO5,1.7740528046899406,1.3481014746548014e-4,ATRT_vs_Glial,XPO5,57510,Up
CCDC51,2.6663605604362424,1.437999524280055e-4,ATRT_vs_Glial,CCDC51,79714,Up
COX20,1.6971930010646723,1.4640190070093785e-4,ATRT_vs_Glial,COX20,116228,Up
HSD3B7,1.891978817211605,1.514830977360777e-4,ATRT_vs_Glial,HSD3B7,80270,Up
B4GALT7,1.2555588658582266,1.514830977360777e-4,ATRT_vs_Glial,B4GALT7,11285,Up
INTS13,1.285433504109033,1.5173919274143568e-4,ATRT_vs_Glial,INTS13,55726,Up
MTREX,1.4831453267363024,1.6316523172410244e-4,ATRT_vs_Glial,MTREX,23517,Up
RFC3,1.261020437438333,1.6661723942895047e-4,ATRT_vs_Glial,RFC3,5983,Up
SLC25A15,1.9966716263754805,1.8329458397299843e-4,ATRT_vs_Glial,SLC25A15,10166,Up
PPP4C,1.248091399645478,1.8329458397299843e-4,ATRT_vs_Glial,PPP4C,5531,Up
ORC2,2.047545985406252,1.916304925156109e-4,ATRT_vs_Glial,ORC2,4999,Up
SEMA4B,2.6819915775047534,1.9461640069205137e-4,ATRT_vs_Glial,SEMA4B,10509,Up
MPHOSPH10,2.5656027009227884,2.0312740000465282e-4,ATRT_vs_Glial,MPHOSPH10,10199,Up
SIL1,1.5628738393232595,2.0915721272681234e-4,ATRT_vs_Glial,SIL1,64374,Up
HAPLN3,2.693533206443224,2.1072560031332088e-4,ATRT_vs_Glial,HAPLN3,145864,Up
MCM7,1.615248998462743,2.1072560031332088e-4,ATRT_vs_Glial,MCM7,4176,Up
RBM6,1.6679537612654975,2.108302557969836e-4,ATRT_vs_Glial,RBM6,10180,Up
SLC16A3,2.037588959526367,2.209845152465523e-4,ATRT_vs_Glial,SLC16A3,9123,Up
POLR1B,2.5709745856705517,2.3095900154756742e-4,ATRT_vs_Glial,POLR1B,84172,Up
UAP1,1.6956677920678764,2.4404927572110134e-4,ATRT_vs_Glial,UAP1,6675,Up
KIF11,1.5013093050959299,2.5515737164998243e-4,ATRT_vs_Glial,KIF11,3832,Up
EML4,1.7408148838617237,2.635305496028811e-4,ATRT_vs_Glial,EML4,27436,Up
UBE4B,1.2828813199760987,2.637170635869813e-4,ATRT_vs_Glial,UBE4B,10277,Up
FEN1,1.7274236712197215,2.717752787594854e-4,ATRT_vs_Glial,FEN1,2237,Up
UTP6,1.9172487454528842,2.754566872838562e-4,ATRT_vs_Glial,UTP6,55813,Up
TBP,1.419689335939342,2.754566872838562e-4,ATRT_vs_Glial,TBP,6908,Up
RBM15B,1.0749045114765217,3.0665418936428864e-4,ATRT_vs_Glial,RBM15B,29890,Up
CWC22,1.3908098707763479,3.0731786683474476e-4,ATRT_vs_Glial,CWC22,57703,Up
EML5,1.5613576818860295,3.078680045091198e-4,ATRT_vs_Glial,EML5,161436,Up
ANP32E,1.4331946955198305,3.0958214395146076e-4,ATRT_vs_Glial,ANP32E,81611,Up
CHAF1B,2.0048245784785923,3.401461212787455e-4,ATRT_vs_Glial,CHAF1B,8208,Up
RFC2,1.2414445096356417,3.443627964339376e-4,ATRT_vs_Glial,RFC2,5982,Up
MCM5,1.3692641494384006,3.601759350475974e-4,ATRT_vs_Glial,MCM5,4174,Up
MAD2L1,1.7965532761419638,3.64376988665665e-4,ATRT_vs_Glial,MAD2L1,4085,Up
GXYLT1,1.4068980294111881,3.64376988665665e-4,ATRT_vs_Glial,GXYLT1,283464,Up
HEATR3,1.6826923782326553,3.647469754139072e-4,ATRT_vs_Glial,HEATR3,55027,Up
MEST,2.344917607786069,3.797657672538442e-4,ATRT_vs_Glial,MEST,4232,Up
DDX52,2.276341132728657,3.944062038743028e-4,ATRT_vs_Glial,DDX52,11056,Up
DDX21,1.8056316416960492,4.0834225168840044e-4,ATRT_vs_Glial,DDX21,9188,Up
TRMT1L,1.5764777033453026,4.4056699015408013e-4,ATRT_vs_Glial,TRMT1L,81627,Up
RCC2,1.677801992348261,4.5399697536348987e-4,ATRT_vs_Glial,RCC2,55920,Up
SMC4,1.058885958993372,4.886019045774985e-4,ATRT_vs_Glial,SMC4,10051,Up
CLN6,2.126129206359547,5.100222937039726e-4,ATRT_vs_Glial,CLN6,54982,Up
PAWR,1.6719957292976098,5.346192286195838e-4,ATRT_vs_Glial,PAWR,5074,Up
WRNIP1,1.4720685150815527,5.346192286195838e-4,ATRT_vs_Glial,WRNIP1,56897,Up
UTP20,1.6954642361750984,5.780732470701936e-4,ATRT_vs_Glial,UTP20,27340,Up
RCC1,1.6959988705482623,5.925306382393057e-4,ATRT_vs_Glial,RCC1,1104,Up
POLA1,1.2596435657568001,6.296858097604031e-4,ATRT_vs_Glial,POLA1,5422,Up
DIS3,1.3239689685847402,6.787476162119708e-4,ATRT_vs_Glial,DIS3,22894,Up
IMP3,1.4360891934706395,7.1227875023983e-4,ATRT_vs_Glial,IMP3,55272,Up
SMC2,1.2336710153163857,7.611009218850443e-4,ATRT_vs_Glial,SMC2,10592,Up
TRMT1,1.4238347806967475,7.861467740729726e-4,ATRT_vs_Glial,TRMT1,55621,Up
NMNAT1,1.6282616918229245,7.984910202300821e-4,ATRT_vs_Glial,NMNAT1,64802,Up
TSR1,1.275459477050049,8.084402265209236e-4,ATRT_vs_Glial,TSR1,55720,Up
TFB1M,2.1747859439988844,8.18332842790601e-4,ATRT_vs_Glial,TFB1M,51106,Up
PDCL3,1.3962577062465549,8.18332842790601e-4,ATRT_vs_Glial,PDCL3,79031,Up
ZBTB8OS,1.484125382899478,8.364289855567783e-4,ATRT_vs_Glial,ZBTB8OS,339487,Up
NUP210,1.4765133296894,8.404436156614012e-4,ATRT_vs_Glial,NUP210,23225,Up
PPP4R3A,1.0757720708903982,8.45289151062026e-4,ATRT_vs_Glial,PPP4R3A,55671,Up
ALDH18A1,1.7767110680115898,8.516514215489931e-4,ATRT_vs_Glial,ALDH18A1,5832,Up
MYOF,2.0377250211556124,8.537440851218733e-4,ATRT_vs_Glial,MYOF,26509,Up
BST2,2.6477637244738084,8.870450050436675e-4,ATRT_vs_Glial,BST2,684,Up
MCM4,1.2522589392646388,8.870450050436675e-4,ATRT_vs_Glial,MCM4,4173,Up
NAT10,1.318618412245634,8.977579340059953e-4,ATRT_vs_Glial,NAT10,55226,Up
ORC3,1.3096095428677508,9.163516078989105e-4,ATRT_vs_Glial,ORC3,23595,Up
RPS6KB1,1.081076458184846,9.271189261064954e-4,ATRT_vs_Glial,RPS6KB1,6198,Up
