Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
IVD,-1.4010178112855876,0.006346557108991234,ATRT_vs_EPN_like,IVD,3712,Down
UBE2F,-1.220375745066459,0.006346557108991234,ATRT_vs_EPN_like,UBE2F,140739,Down
TPPP3,-4.38165121429256,0.006473446069153116,ATRT_vs_EPN_like,TPPP3,51673,Down
TOMM34,-1.2640134240585432,0.006551012740624967,ATRT_vs_EPN_like,TOMM34,10953,Down
DTHD1,-2.9043151293603042,0.006975777213945693,ATRT_vs_EPN_like,DTHD1,401124,Down
AK7,-2.690913218272563,0.006975777213945693,ATRT_vs_EPN_like,AK7,122481,Down
SOX2,-1.5513340283032484,0.006975777213945693,ATRT_vs_EPN_like,SOX2,6657,Down
ACTR1B,-1.4997914047073237,0.0071519469760034145,ATRT_vs_EPN_like,ACTR1B,10120,Down
NUDC,-1.2173237920525075,0.0071519469760034145,ATRT_vs_EPN_like,NUDC,10726,Down
CAST,-1.8771811337854167,0.007193715882506817,ATRT_vs_EPN_like,CAST,831,Down
PLXNB2,-1.7122511653679204,0.007294275184164228,ATRT_vs_EPN_like,PLXNB2,23654,Down
RAB36,-2.8323909837564987,0.007358108812202006,ATRT_vs_EPN_like,RAB36,9609,Down
B9D1,-2.0662600384352245,0.007371501389214254,ATRT_vs_EPN_like,B9D1,27077,Down
RBKS,-2.2054556110178645,0.007378383647574243,ATRT_vs_EPN_like,RBKS,64080,Down
NRCAM,-3.4511347053894106,0.007413010648724398,ATRT_vs_EPN_like,NRCAM,4897,Down
LRRC46,-2.8890589816862224,0.007801698128796548,ATRT_vs_EPN_like,LRRC46,90506,Down
CTNNAL1,-1.4676737212010345,0.007801698128796548,ATRT_vs_EPN_like,CTNNAL1,8727,Down
IMPACT,-1.2775251493250899,0.007801698128796548,ATRT_vs_EPN_like,IMPACT,55364,Down
WDR54,-1.9154922685810334,0.007946385755422954,ATRT_vs_EPN_like,WDR54,84058,Down
RSPH4A,-1.8642019447879754,0.008047310657676183,ATRT_vs_EPN_like,RSPH4A,345895,Down
CHMP6,-1.2752661675556531,0.008047310657676183,ATRT_vs_EPN_like,CHMP6,79643,Down
RSPH9,-1.9953475215826408,0.00812197892306862,ATRT_vs_EPN_like,RSPH9,221421,Down
CCDC170,-2.627986737015968,0.008185458410489647,ATRT_vs_EPN_like,CCDC170,80129,Down
ARPIN,-1.1844497964112541,0.00830652232840216,ATRT_vs_EPN_like,ARPIN,348110,Down
PTGDS,-3.6542308591437624,0.008315455955839152,ATRT_vs_EPN_like,PTGDS,5730,Down
DBN1,-1.6297438579272168,0.008315455955839152,ATRT_vs_EPN_like,DBN1,1627,Down
WDR19,-1.4710591106224946,0.008315455955839152,ATRT_vs_EPN_like,WDR19,57728,Down
ERBB2,-1.4117937267670513,0.008315455955839152,ATRT_vs_EPN_like,ERBB2,2064,Down
DNAH9,-2.8488658916461898,0.00836341361812365,ATRT_vs_EPN_like,DNAH9,1770,Down
GNG5,-1.96989452405451,0.00846145645583099,ATRT_vs_EPN_like,GNG5,2787,Down
PALS1,-1.380982952142233,0.00846145645583099,ATRT_vs_EPN_like,PALS1,64398,Down
IFT56,-1.3174904153612559,0.00846145645583099,ATRT_vs_EPN_like,IFT56,79989,Down
NEIL2,-1.7220697285458186,0.008649812115450217,ATRT_vs_EPN_like,NEIL2,252969,Down
YLPM1,-1.0545479731485727,0.0087586500178407755,ATRT_vs_EPN_like,YLPM1,56252,Down
PTPN3,-1.4612929737863567,0.008772768316257664,ATRT_vs_EPN_like,PTPN3,5774,Down
GTPBP1,-1.1610302386234608,0.008772768316257664,ATRT_vs_EPN_like,GTPBP1,9567,Down
HSP90AA4P,-1.6380399941317094,0.00884571424586956,ATRT_vs_EPN_like,HSP90AA4P,3323,Down
RHOB,-2.564273272717273,0.008882106747128495,ATRT_vs_EPN_like,RHOB,388,Down
FAHD2A,-1.6034693684171977,0.008954028370670783,ATRT_vs_EPN_like,FAHD2A,51011,Down
KITLG,-2.004467578481947,0.009127312756674798,ATRT_vs_EPN_like,KITLG,4254,Down
MOCS2,-1.824518792264314,0.009152547371191257,ATRT_vs_EPN_like,MOCS2,4338,Down
CNDP2,-1.6818103139667393,0.009152547371191257,ATRT_vs_EPN_like,CNDP2,55748,Down
MYO6,-1.6746704616103685,0.009271117059193191,ATRT_vs_EPN_like,MYO6,4646,Down
SPATA18,-1.920396823164559,0.009299585542138408,ATRT_vs_EPN_like,SPATA18,132671,Down
ASRGL1,-2.260035953606991,0.009353691729723921,ATRT_vs_EPN_like,ASRGL1,80150,Down
ABCB6,-1.5869045828927497,0.00947855953261148,ATRT_vs_EPN_like,ABCB6,10058,Down
SDR39U1,-2.132667021251681,0.009717430438184425,ATRT_vs_EPN_like,SDR39U1,56948,Down
TRAF3IP1,-2.393137515595928,0.009733491804487744,ATRT_vs_EPN_like,TRAF3IP1,26146,Down
ATAT1,-2.1356688498314753,0.009838513269342123,ATRT_vs_EPN_like,ATAT1,79969,Down
CREB1,-1.2464022930078862,0.009838513269342123,ATRT_vs_EPN_like,CREB1,1385,Down
GUK1,-1.367294710884856,0.009877087223977307,ATRT_vs_EPN_like,GUK1,2987,Down
NCAM1,-2.9578805101175654,0.009888855323189874,ATRT_vs_EPN_like,NCAM1,4684,Down
TMX4,-1.511012408431064,0.009888855323189874,ATRT_vs_EPN_like,TMX4,56255,Down
RAB11B,-1.104626525054524,0.009888855323189874,ATRT_vs_EPN_like,RAB11B,9230,Down
TCTN3,-1.6285945100434311,0.009950975225001067,ATRT_vs_EPN_like,TCTN3,26123,Down
PTEN,-1.4246923572829182,0.009950975225001067,ATRT_vs_EPN_like,PTEN,5728,Down
CLDN5,-1.602119955693201,0.010156888593307958,ATRT_vs_EPN_like,CLDN5,7122,Down
NHERF1,-2.7807606769460094,0.010242051364789666,ATRT_vs_EPN_like,NHERF1,9368,Down
SMARCD3,-1.5808549906370786,0.010295159565420202,ATRT_vs_EPN_like,SMARCD3,6604,Down
GPM6A,-3.413641133505344,0.010403715729720575,ATRT_vs_EPN_like,GPM6A,2823,Down
CRACD,-1.5856413441098418,0.010488232313696241,ATRT_vs_EPN_like,CRACD,57482,Down
EPB41L5,-1.637766861938477,0.010639160570779498,ATRT_vs_EPN_like,EPB41L5,57669,Down
RFX2,-1.6827676102523874,0.010719814874700268,ATRT_vs_EPN_like,RFX2,5990,Down
PPP1R12B,-1.5137063154027075,0.010774423015414763,ATRT_vs_EPN_like,PPP1R12B,4660,Down
H2AX,-2.2530435855502766,0.010791845779887411,ATRT_vs_EPN_like,H2AX,3014,Down
MAP7,-1.5604160552512454,0.010791845779887411,ATRT_vs_EPN_like,MAP7,9053,Down
GSTM3,-2.729851333955633,0.010980442409527346,ATRT_vs_EPN_like,GSTM3,2947,Down
MTARC2,-1.878366639067469,0.011002813557903893,ATRT_vs_EPN_like,MTARC2,54996,Down
USP46,-1.3180901357746961,0.011002813557903893,ATRT_vs_EPN_like,USP46,64854,Down
MYLK3,-2.8768962867662236,0.01103412757177683,ATRT_vs_EPN_like,MYLK3,91807,Down
FSD1L,-1.7934386268089746,0.01103646197487807,ATRT_vs_EPN_like,FSD1L,83856,Down
CST3,-3.1184728553853596,0.01120786102277411,ATRT_vs_EPN_like,CST3,1471,Down
PLEKHA7,-1.819446918021523,0.01120786102277411,ATRT_vs_EPN_like,PLEKHA7,144100,Down
SEPTIN8,-1.7196577432563416,0.01137521099657538,ATRT_vs_EPN_like,SEPTIN8,23176,Down
STK38L,-1.1219405257964326,0.01137521099657538,ATRT_vs_EPN_like,STK38L,23012,Down
PBX1,-1.6098309887791906,0.011549540679901703,ATRT_vs_EPN_like,PBX1,5087,Down
CKB,-3.1107772659356385,0.01156075347151055,ATRT_vs_EPN_like,CKB,1152,Down
NDRG1,-2.5306581443424747,0.01156075347151055,ATRT_vs_EPN_like,NDRG1,10397,Down
PSAT1,-2.613592302600324,0.011744340162164458,ATRT_vs_EPN_like,PSAT1,29968,Down
SMPD2,-2.040812172653524,0.011808819496690763,ATRT_vs_EPN_like,SMPD2,6610,Down
HSPA2,-3.1615806184473456,0.011929505964291726,ATRT_vs_EPN_like,HSPA2,3306,Down
UFC1,-1.1336292161454473,0.012079838521531477,ATRT_vs_EPN_like,UFC1,51506,Down
ATXN2,-1.0956361499180396,0.012079838521531477,ATRT_vs_EPN_like,ATXN2,6311,Down
DNAH5,-2.9257224077094364,0.012143995269958513,ATRT_vs_EPN_like,DNAH5,1767,Down
STX2,-1.9170582948563784,0.012438099607768533,ATRT_vs_EPN_like,STX2,2054,Down
CDK2AP1,-1.3975249752169425,0.012787616704988689,ATRT_vs_EPN_like,CDK2AP1,8099,Down
WDR48,-1.2731875888870654,0.012808515788905673,ATRT_vs_EPN_like,WDR48,57599,Down
CRMP1,-2.5554045798437848,0.012966775312729434,ATRT_vs_EPN_like,CRMP1,1400,Down
CD59,-2.4384951567873827,0.012966775312729434,ATRT_vs_EPN_like,CD59,966,Down
ARMC10,-1.343042951115578,0.012966775312729434,ATRT_vs_EPN_like,ARMC10,83787,Down
ENAH,-1.565755097234515,0.013038105433714387,ATRT_vs_EPN_like,ENAH,55740,Down
AKR7A2,-1.299190158100064,0.01317648717056606,ATRT_vs_EPN_like,AKR7A2,8574,Down
CYRIA,-1.7326628926882037,0.013251811505997664,ATRT_vs_EPN_like,CYRIA,81553,Down
BROX,-1.2694354556261338,0.013252109261985721,ATRT_vs_EPN_like,BROX,148362,Down
TBC1D17,-1.274688868184711,0.0135528608328004,ATRT_vs_EPN_like,TBC1D17,79735,Down
PPP1R9B,-1.6151828609349685,0.013608508863746432,ATRT_vs_EPN_like,PPP1R9B,84687,Down
PALD1,-1.5249882909969408,0.013664782647729292,ATRT_vs_EPN_like,PALD1,27143,Down
