Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
PQBP1,-1.5536271546095186,2.1484995151888422e-4,ATRT_vs_MB,PQBP1,10084,Down
METTL16,-1.37967403482185,2.1585015855463406e-4,ATRT_vs_MB,METTL16,79066,Down
RB1,-1.2542792207095808,2.2099362231259434e-4,ATRT_vs_MB,RB1,5925,Down
ZNF618,-1.7331548103502463,2.2628763759963637e-4,ATRT_vs_MB,ZNF618,114991,Down
RAD21,-1.6106686062021645,2.2781341596007538e-4,ATRT_vs_MB,RAD21,5885,Down
GDI1,-2.4663069619264633,2.3523565875289675e-4,ATRT_vs_MB,GDI1,2664,Down
PAXIP1,-2.4557856635290367,2.378773073087071e-4,ATRT_vs_MB,PAXIP1,22976,Down
ADO,-1.4738975496339037,2.404628700107866e-4,ATRT_vs_MB,ADO,84890,Down
TBC1D24,-2.3162776310603768,2.679913661843916e-4,ATRT_vs_MB,TBC1D24,57465,Down
ZC3H4,-1.402934392277146,2.679966538456401e-4,ATRT_vs_MB,ZC3H4,23211,Down
NKIRAS2,-1.6068755626344071,2.7073883140331693e-4,ATRT_vs_MB,NKIRAS2,28511,Down
CLASP2,-2.242222523993526,2.9140585818462856e-4,ATRT_vs_MB,CLASP2,23122,Down
AARSD1,-1.6366108707874467,2.9399027217344583e-4,ATRT_vs_MB,AARSD1,80755,Down
SMARCC2,-1.5543885584121178,2.9399027217344583e-4,ATRT_vs_MB,SMARCC2,6601,Down
HNRNPH3,-1.3843279251405392,3.026932249958489e-4,ATRT_vs_MB,HNRNPH3,3189,Down
TERF2IP,-1.8527507158485186,3.123871107950593e-4,ATRT_vs_MB,TERF2IP,54386,Down
RBBP5,-1.28163759887806,3.137719142445397e-4,ATRT_vs_MB,RBBP5,5929,Down
WBP11,-1.7105351562647293,3.150484388536421e-4,ATRT_vs_MB,WBP11,51729,Down
SPIN1,-1.7579168620363355,3.283892570528614e-4,ATRT_vs_MB,SPIN1,10927,Down
DHFR,-1.4958505049065494,3.3670867593362885e-4,ATRT_vs_MB,DHFR,1719,Down
PCIF1,-1.517419947327408,3.4176408276242933e-4,ATRT_vs_MB,PCIF1,63935,Down
H4C1,-1.6498906223886998,3.551485194368865e-4,ATRT_vs_MB,H4C1,8359,Down
