Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
CAST,-1.6347222365560583,8.471239420268301e-4,MB_vs_EPN_like,CAST,831,Down
HMGN3,-1.39700235343728,8.481924583414724e-4,MB_vs_EPN_like,HMGN3,9324,Down
CD81,-1.9870411765264215,8.523214934722432e-4,MB_vs_EPN_like,CD81,975,Down
IMPACT,-1.1209844158680902,8.605076279950892e-4,MB_vs_EPN_like,IMPACT,55364,Down
NME3,-1.1967484709799407,8.662845814892141e-4,MB_vs_EPN_like,NME3,4832,Down
LYPD1,-1.1407123838777302,8.764906465835001e-4,MB_vs_EPN_like,LYPD1,116372,Down
STON2,-1.628897324649099,8.939833153297503e-4,MB_vs_EPN_like,STON2,85439,Down
KITLG,-1.788704880946586,9.029691451140247e-4,MB_vs_EPN_like,KITLG,4254,Down
RO60,-1.008309745279206,9.299631224343739e-4,MB_vs_EPN_like,RO60,6738,Down
PALS1,-1.2144421707794564,9.547837071003787e-4,MB_vs_EPN_like,PALS1,64398,Down
NDRG1,-2.319484850737556,9.95988116441381e-4,MB_vs_EPN_like,NDRG1,10397,Down
MAN2C1,-1.2369784085704616,9.97815961205856e-4,MB_vs_EPN_like,MAN2C1,4123,Down
TMT1A,-2.0210581583914724,0.0010006422046113783,MB_vs_EPN_like,TMT1A,25840,Down
HSP90AA4P,-1.44186924533793,0.0010016658020192703,MB_vs_EPN_like,HSP90AA4P,3323,Down
SPATA18,-1.7031301988747707,0.0010054771350870813,MB_vs_EPN_like,SPATA18,132671,Down
ERAP1,-1.692036361767034,0.0011302060308982969,MB_vs_EPN_like,ERAP1,51752,Down
PTPN3,-1.269150114623887,0.0011516213111961403,MB_vs_EPN_like,PTPN3,5774,Down
CD9,-2.552985377707973,0.0011670481612961723,MB_vs_EPN_like,CD9,928,Down
SLC44A2,-1.6878009603203523,0.001169255619177008,MB_vs_EPN_like,SLC44A2,57153,Down
VIM,-1.9088795746788776,0.0011989953437896593,MB_vs_EPN_like,VIM,7431,Down
SMPD2,-1.8457245313112303,0.0011991000448093995,MB_vs_EPN_like,SMPD2,6610,Down
ALDH9A1,-1.4244220509610734,0.001269500232084713,MB_vs_EPN_like,ALDH9A1,223,Down
VPS13A,-1.2683745258450152,0.0012903289855432103,MB_vs_EPN_like,VPS13A,23230,Down
LYPLAL1,-1.1539080473016305,0.0013018221872797742,MB_vs_EPN_like,LYPLAL1,127018,Down
ARHGAP5,-1.0390669782112454,0.001303052544226825,MB_vs_EPN_like,ARHGAP5,394,Down
HMGCL,-1.252342624618219,0.0013106821133515084,MB_vs_EPN_like,HMGCL,3155,Down
COASY,-1.2034457602344268,0.001342487628514864,MB_vs_EPN_like,COASY,80347,Down
IFT46,-1.7138356655857763,0.001358931790368962,MB_vs_EPN_like,IFT46,56912,Down
OSBPL1A,-1.5337423107037509,0.001369316503398026,MB_vs_EPN_like,OSBPL1A,114876,Down
IFT122,-1.076004523305432,0.0013824360778808148,MB_vs_EPN_like,IFT122,55764,Down
CANX,-1.0614293722111654,0.0014420992296890608,MB_vs_EPN_like,CANX,821,Down
PDXK,-1.6796355944554442,0.001454611925116134,MB_vs_EPN_like,PDXK,8566,Down
HSPB1,-1.5973247052542874,0.0014585796958811314,MB_vs_EPN_like,HSPB1,3315,Down
CTNNA2,-2.1787304945114236,0.0015044366026169963,MB_vs_EPN_like,CTNNA2,1496,Down
MCCC1,-1.2902847531829664,0.0015175862581955429,MB_vs_EPN_like,MCCC1,56922,Down
IQGAP2,-2.2543615361303573,0.0015524680922819512,MB_vs_EPN_like,IQGAP2,10788,Down
RFX2,-1.455631188646798,0.001605606258524376,MB_vs_EPN_like,RFX2,5990,Down
CBR4,-1.2564569562210721,0.0016248774968990838,MB_vs_EPN_like,CBR4,84869,Down
HSP90AB4P,-1.0155349321680127,0.0016600534336618995,MB_vs_EPN_like,HSP90AB4P,664618,Down
DNAAF3,-1.8867781938359585,0.001737965495998341,MB_vs_EPN_like,DNAAF3,352909,Down
LRRC4B,-1.8820434308751999,0.0017652151236388226,MB_vs_EPN_like,LRRC4B,94030,Down
IDH2,-1.2403250805614903,0.0018461578389509059,MB_vs_EPN_like,IDH2,3418,Down
ATPAF1,-1.2611272299315353,0.001868355287688229,MB_vs_EPN_like,ATPAF1,64756,Down
WASF2,-1.127429557943291,0.001926663666491046,MB_vs_EPN_like,WASF2,10163,Down
PITPNM1,-1.028927329043249,0.0019469548728069425,MB_vs_EPN_like,PITPNM1,9600,Down
EFHD2,-1.88338370184918,0.001961731926225872,MB_vs_EPN_like,EFHD2,79180,Down
TUBB4B,-1.7869755353829646,0.001961731926225872,MB_vs_EPN_like,TUBB4B,10383,Down
EPPK1,-1.7318386967582882,0.001961731926225872,MB_vs_EPN_like,EPPK1,83481,Down
CFAP298,-1.4520590407846043,0.002068826270930854,MB_vs_EPN_like,CFAP298,56683,Down
