Gene,adj.P.Val_ANOVA,Max_Delta_Log2,logFC,adj.P.Val
PAFAH1B3,9.959578993590888e-58,2.2984384189319833,1.5150347610067847,6.987918397664608e-5
MVP,6.928584536472162e-54,2.3201753190888788,-1.922452528852073,7.025904445285721e-5
CTNNB1,1.1302362913324127e-60,1.6086844625301246,-1.266267003881076,7.061354566301756e-5
PTGR1,9.437410262517686e-59,1.6478652656887967,-1.4245732605011519,7.210499308131328e-5
TSPAN7,1.708362500337047e-50,2.1058401153562833,-2.1058401153562833,7.234814483789238e-5
ZNF622,2.8544728379795683e-56,1.4552469445456104,1.3455644286933222,7.241542782696036e-5
FKBP4,2.25661800323891e-62,1.106852844973794,1.106852844973794,7.254872408742058e-5
RNF170,2.7350629984777812e-58,1.2955201451353027,-1.2955201451353027,7.494534531157417e-5
CDC16,7.249177125589043e-60,1.0776602768316224,1.0776602768316224,7.525185579854972e-5
SEZ6L,4.032225746925478e-56,1.7319273136162785,1.4904764655361014,7.540599418987503e-5
SEPHS1,4.726405899002839e-61,1.1742988549886526,1.1742988549886526,7.592731805494763e-5
RTN3,2.1314218237526524e-61,1.9320342419963126,-1.25181971431914,7.598254215274661e-5
CTNND2,3.192272939374684e-48,2.5186492571965786,-2.5000904481668442,7.686568971890901e-5
RRM1,2.6020772625394016e-57,1.4209399246283958,1.4209399246283958,7.708583323305979e-5
FLYWCH2,1.5257597873322367e-58,2.0798460250585933,1.1941865771019025,7.931210053827862e-5
LIN7A,7.00822551031269e-54,1.863770500549716,-1.863770500549716,7.954221105619886e-5
RPL7L1,2.7476873074231187e-58,1.3122655779014103,1.3122655779014103,7.976139028987104e-5
DGKG,2.047005055973407e-59,1.3339017277336538,-1.2073694856377806,8.008970601328993e-5
MAK16,5.961842175408947e-62,1.0202783585865518,1.0202783585865518,8.019749471109258e-5
BCHE,1.1864904635485415e-53,2.4910941432950047,-1.8249148541284015,8.071070616744835e-5
CTNNA2,5.672958738358754e-52,2.1787304945114236,-2.116689682422411,8.19020767415e-5
SEPTIN7,6.514667639510422e-62,1.6274396368304345,-1.1842345716435325,8.196729762794072e-5
KHSRP,7.320702251735713e-63,1.0783121659286614,1.0783121659286614,8.196729762794072e-5
LRCH1,8.83478590781536e-60,1.181812381841727,1.1271672222391906,8.20325554474705e-5
FAM171A2,5.833827552619713e-56,1.5723635345464082,1.4417694417102567,8.259233218402153e-5
RECQL,2.3768998963248142e-60,1.199468602058193,1.199468602058193,8.329523123405142e-5
EEA1,2.2263729001846855e-56,1.5147806199602734,-1.5147806199602734,8.335654599101602e-5
NOL10,5.01511216518759e-47,3.879767112809441,2.069341434082057,8.432851961230111e-5
FHIT,4.462289924383643e-60,1.8827369244312742,-1.1788680904058886,8.558100395119729e-5
SETD7,4.242247834861211e-61,1.1710243587613007,-1.0993377207545585,8.575685653209705e-5
INTS7,4.2694032832763374e-55,1.712856436974132,1.5240378174195222,8.811524106280624e-5
