Gene,adj.P.Val_ANOVA,Max_Delta_Log2,logFC,adj.P.Val
IFT27,1.4345066577192011e-58,1.4516628157636724,-1.4516628157636724,0.023509597277861442
FMNL2,4.102313628479374e-56,2.4945714448169944,-1.6004477707563218,0.02364808862428656
UTP3,6.950314008055014e-53,2.470723483414453,1.5882857003644446,0.02364808862428656
KNOP1,6.394512847588438e-53,2.9085872485583693,1.5858223691711473,0.02364808862428656
HMGN2,5.761484033586843e-57,2.172776392006565,-1.5668210882990863,0.02364808862428656
DCAKD,9.019496157081845e-58,1.498611747568404,-1.498611747568404,0.02364808862428656
NRBP2,1.7623288556024455e-57,2.012631910836607,-1.4617244475484092,0.02364808862428656
PALLD,5.344919288882266e-59,1.394683911965572,1.394683911965572,0.02364808862428656
TM9SF4,1.825121204079544e-62,1.2873052161341967,1.1225232513880492,0.02364808862428656
LZIC,9.003693759136677e-63,1.4378337088931268,-1.1012232386475453,0.02364808862428656
MTREX,8.325254726985368e-63,1.7239341279272544,1.041473774872756,0.02364808862428656
MAP1A,2.7179879814149926e-54,2.7116295267420334,-1.8130849528279285,0.02371611179999788
IFT70A,1.6298662394376054e-56,1.3672429095881498,-1.3672429095881498,0.023771058610877804
ANKRD45,1.9176433599528456e-54,1.6653730025675628,-1.6653730025675628,0.023814496012698843
FCGR3A,3.014746948343847e-58,1.469266020961797,1.469266020961797,0.023814496012698843
MYORG,8.628634096282385e-51,1.8892250492215865,-1.8892250492215865,0.02438053401302178
MYBBP1A,9.797105688804609e-61,1.8086546591475035,1.1694438208214315,0.02455787426313354
KDM3B,6.187927090687088e-62,1.5008835262290958,-1.0335850074919222,0.02455787426313354
SLC25A1,4.774652623021132e-64,1.2736167973856531,-1.0376966728474066,0.024664911728381162
RPP30,1.0021237396612139e-56,1.4430037398757705,1.367697251101422,0.02486761902847626
BDH1,2.0107792835251453e-50,2.8442468951092117,-2.300799823322567,0.025234922519337583
BAD,2.8858417934906902e-58,1.2850393964606717,-1.2850393964606717,0.025473803032636046
NUCKS1,4.9171476013690155e-61,1.2497312183291172,-1.1947596808817025,0.025473803032636046
TAPT1,2.3742417969878838e-60,1.6482023228568004,-1.1306526548752593,0.025473803032636046
CA3,1.2598655051045972e-40,4.5036545876555145,-4.5036545876555145,0.02550411551877216
MRPL10,6.2234007789496535e-55,1.5714285625308015,1.5372082898622637,0.02578497397623193
FTSJ3,2.433329616000513e-60,1.4178851845891316,1.1297304888666275,0.02578497397623193
TTC5,6.869704639382837e-62,1.3596938386618262,-1.003127828026237,0.02585094654599334
