"Gene"
"FSCN1"
"BCAT1"
"GAP43"
"SARS"
"ARHGEF2"
"CORO1C"
"BZW2"
"IDH1"
"EIF2B1"
"SMPD3"
"HSD17B11"
"BOLA3"
"OSBPL8"
"TRIO"
"CAMK1"
"ARF4"
"CBR3"
"PMP2"
"KIAA0930"
"KCNIP1"
"ARHGAP25"
"EIF2A"
"CAMSAP2"
"MAPK8IP3"
"LIMA1"
"LZTS1"
"HTT"
"TEX2"
"PCBP4"
"NARS2"
"SNX4"
"LRIG1"
"CAMK2D"
"VGF"
"PTPN9"
"IFI16"
"RTN4"
"CTTNBP2"
"ADO"
"SFXN3"
"NANS"
"RAB2A"
"NEDD4"
"FSD1"
"EVL"
"NPLOC4"
"SLC22A23"
"ATG16L1"
"SH3KBP1"
"CLASP1"
"PDE4B"
"MYO5A"
"RAB3GAP2"
"ATG9A"
"AGAP1"
"CORO7-PAM16"
"ANKRD44"
"SMS"
"TIMM44"
"CSK"
"PGM2L1"
"EMC10"
"CLVS1"
"RAPH1"
"DCX"
"CARS"
"S100A6"
"DUSP12"
"PIP4K2A"
"UFD1"
"TAP1"
"FABP3"
"NME1-NME2"
"CASTOR2"
"SPRYD4"
"DNM3"
"ACOX3"
"DOCK4"
"DNAJC6"
"SOGA3"
"RAP2C"
"STX12"
"RAB21"
"ATP2A2"
"UBASH3B"
"JMJD6"
"CPNE5"
"HMOX2"
"LACTB"
"GRIK3"
"DOCK11"
"PIKFYVE"
"SEC22B"
"GARS"
"NCAM2"
"BCHE"
"RELCH"
"OCIAD2"
"ARMCX1"
"PAK2"
"NDUFAF2"
"ECE1"
"RNF213"
"AAK1"
"CLPP"
"QDPR"
"RPS6KA1"
"CEP170"
"DTD1"
"RAB35"
"ATCAY"
"ARMCX3"
"ACSL3"
"ARRB1"
"YWHAH"
"ADGRG1"
"TMEM33"
"SMAP2"
"GALE"
"CTPS1"
"ZYX"
"ATP1B3"
"ARIH2"
"MAP2K1"
"HMGA1"
"NLN"
"KPNA2"
"GPD1L"
"FAM3C"
"DOCK10"
"RECQL"
"YARS"
"AGPS"
"NRP2"
"PRUNE2"
"ITSN2"
"IGBP1"
"ERGIC3"
"SYNJ1"
"FKBP5"
"STMN3"
"RAB31"
"TUBB"
"LGALSL"
"CAP1"
"RAB3GAP1"
"KHDRBS3"
"SNX30"
"RAB1A"
"CADM2"
"SORT1"
"PMM2"
"ROBO1"
"WASHC4"
"GNG2"
"PLD3"
"TBC1D23"
"ATG3"
"LAP3"
"EML4"
"TMEM120A"
"UAP1L1"
"TOMM70"
"MCM5"
"YPEL5"
"TMED5"
"SHMT2"
"ALCAM"
"GIT2"
"ABHD12"
"MTA2"
"TWF2"
"YWHAG"
"KDELR2"
"TANC2"
"AIF1L"
"SLC25A6"
"PPP1R18"
"PMM1"
"RENBP"
"IL1RAP"
"ITGAV"
"PLOD3"
"KIAA1107"
"JAGN1"
"INPP5F"
"TP53I3"
"SIPA1L2"
"CTSB"
"RAB39B"
"GFM1"
"GSK3B"
"POGLUT1"
"NT5E"
"ATP6V1B2"
"AFAP1"
"DDX39A"
"AKAP12"
"ZZEF1"
"APP"
"GBP2"
"LGALS9"
"RABGAP1"
"MAPRE2"
"BRK1"
"ASNS"
"WASF1"
"GALK2"
"YKT6"
"NSF"
"PTPN1"
"SRPRB"
"SS18L1"
"NPTXR"
"ACBD5"
"ME3"
"RUFY3"
"DTX3L"
"CCS"
"SLC8A1"
"CHMP7"
"TXNL1"
"CAPG"
"RTL8C"
"CAMK1D"
"ADPGK"
"CISD2"
"EXOC6"
"VAT1L"
"PCDH1"
"OXA1L"
"FHL3"
"CISD1"
"NUMBL"
"STRN"
"EIF2B5"
"FKBP1A"
"HTATIP2"
"ATP6V1A"
"M6PR"
"TMX3"
"MOSPD2"
"CPPED1"
"CRELD1"
"UGGT1"
"ATP6V1H"
"FOXK1"
"VAT1"
"PLCL1"
"TAP2"
"SLC16A3"
"MAP7D1"
"IRGQ"
"ATP6AP2"
"TAPBP"
"RAB5C"
"UGDH"
"MDH2"
"FRMD4A"
"IGFBP2"
"CDS2"
"PHB2"
"ATP2C1"
"SHANK2"
"CS"
"PLA2G15"
"HSD17B10"
"SCG3"
"CPEB4"
"AP3B2"
"PTPN12"
"CDV3"
"PI4KA"
"DDX60"
"GRB2"
"RABGEF1"
"THSD4"
"UPP1"
"WIPF1"
"PSME4"
"SGTB"
"FAIM2"
"GPX1"
"CNP"
"ATP6V1E1"
"RAB8B"
"SLC25A5"
"CCDC90B"
"CD276"
"P4HB"
"SMG1"
"C16orf45"
"GSTT2B"
"CCDC58"
"C19orf12"
"FCGR2A"
"SCIN"
"FAHD1"
"OPCML"
"SYT11"
"LRRC59"
"LETM1"
"DHX36"
"THY1"
"USP11"
"AGAP3"
"HIP1"
"INSR"
"PDGFRA"
"PPIA"
"RAB33A"
"KLC1"
"AMPD2"
"DPH1"
"ARSB"
"ARL6IP1"
"GAPVD1"
"B2M"
"ATP6V1F"
"EFS"
"SLC4A7"
"USP9X"
"SNX8"
"PCYOX1L"
"ROCK2"
"LRRC8A"
"C1QL1"
"TOR1A"
"CDIPT"
"PPP6R1"
"ACAD9"
"SFXN1"
"ANKRD16"
"NOMO2"
"LGALS8"
"GHDC"
"BSDC1"
"TUBB3"
"TMSB4X"
"PDRG1"
"TMEM165"
"APOE"
"CPOX"
"MYO9B"
"IRS2"
"MCAM"
"PTGES2"
"TCAF1"
"RASA2"
"CDH13"
"CCDC88A"
"CMC1"
"GSPT1"
"IP6K1"
"SEPT6"
"CHI3L1"
"PTRH2"
"LNPK"
"CDKN2A"
"SURF4"
"CIAO2A"
"GOSR2"
"EIF2B4"
"HECTD3"
"FASN"
"BICD2"
"VDAC2"
"AP3M1"
"COA3"
"CNDP1"
"AP5B1"
"GET4"
"MAPK12"
"PITPNB"
"OAS2"
"PPIB"
"PPP4R1"
"ARHGDIA"
"TIMP2"
"SCAMP3"
"AACS"
"MFF"
"UBE2G2"
"THEM6"
"SEC61B"
"IGF2BP2"
"DNAJC11"
"AUP1"
"MICAL1"
"AGK"
"USE1"
"FLOT2"
"RIPOR1"
"BCS1L"
