"Gene"
"DDX47"
"CBWD1"
"CMSS1"
"PUS7"
"TFRC"
"QPCTL"
"PDK1"
"SRPK1"
"DNMT3A"
"UTP15"
"NOC2L"
"KDM5C"
"BOLA3"
"FXN"
"OCLN"
"DACH1"
"NOL9"
"ZMYM4"
"CAD"
"NARS2"
"FBN2"
"THBS3"
"LOXL2"
"LIG1"
"PAWR"
"TAF9"
"N4BP1"
"RBBP6"
"METAP1"
"FSTL1"
"ADGRL2"
"DCUN1D5"
"QTRT1"
"INTS4"
"ANAPC1"
"ERCC2"
"PWP2"
"GPC6"
"IGF2BP1"
"PSMB6"
"BCAT2"
"BCCIP"
"MEST"
"HBG2"
"MRE11"
"SALL2"
"CDC40"
"GEMIN5"
"FKBP7"
"PLAA"
"EXT2"
"TAF6"
"EIF2AK4"
"RCOR1"
"GNPNAT1"
"WDR18"
"PRMT6"
"MID1"
"CRTAP"
"PSMB5"
"NOL6"
"NABP2"
"MRPS7"
"TTYH3"
"TRUB1"
"NSRP1"
"ORC2"
"THOC6"
"CNN1"
"WDR43"
"TTC19"
"SNF8"
"HMGN5"
"ISYNA1"
"ATM"
"CPNE8"
"CTR9"
"UTP14A"
"NPM3"
"RAD50"
"HAPLN1"
"EEF1AKMT2"
"IPO4"
"FBXO22"
"ZCCHC8"
"COL3A1"
"UACA"
"SLIT2"
"YAP1"
"CNN2"
"BYSL"
"PTMA"
"MTREX"
"LAMA1"
"MXRA5"
"PSMA6"
"LTBP2"
"AHCY"
"KDELC2"
"GTF2I"
"ATXN3"
"ADI1"
"UNG"
"PSMA4"
"RPL35A"
"SDC2"
"CEBPZ"
"PDCD11"
"WDR3"
"CDK9"
"PSMA1"
"MRPL42"
"PSMA3"
"WDR75"
"EXOSC9"
"CCDC134"
"CDH10"
"RPA1"
"HAT1"
"P3H1"
"ACACA"
"PSMB1"
"OGN"
"NAA20"
"PHYH"
"USP13"
"ZMYM3"
"USP48"
"PPIC"
"HEATR1"
"SMARCA1"
"RNF220"
"TSR1"
"MAN1B1"
"MALT1"
"CTDSPL2"
"PRPS2"
"PDCD4"
"S100A4"
"TEX10"
"DAD1"
"FGD4"
"XPO4"
"SORBS2"
"HBG1"
"PPCS"
"METTL1"
"METTL14"
"PSMG2"
"FKBP10"
"PLBD1"
"PSMG4"
"RRP1B"
"UBE4B"
"DNTTIP2"
"FBN1"
"CNOT1"
"NOL11"
"NOP2"
"LAGE3"
"NAT10"
"ERP29"
"ELAC2"
"NKRF"
"PCM1"
"SLIRP"
"MGMT"
"MCU"
"RABGAP1L"
"COL12A1"
"PSMG1"
"LYAR"
"PSMA5"
"RBM27"
"DCPS"
"INTS9"
"ORC4"
"IREB2"
"TBC1D4"
"MRPS2"
"NCAPD2"
"POLR1C"
"ASMTL"
"FDX1"
"DDX18"
"HEXIM1"
"TTC38"
"GPCPD1"
"HK2"
"FAM136A"
"ECHDC3"
"MTHFD2"
"POLE3"
"NOC3L"
"COQ6"
"MFSD1"
"MRPS6"
"RCN1"
"ABCF2"
"CCDC51"
"VPS25"
"BCL9L"
"EARS2"
"VPS36"
"FDFT1"
"DCN"
"SEC23IP"
"MIA2"
"LARS"
"SDHC"
"MAIP1"
"WDR61"
"MRPS10"
"PRKCI"
"LUM"
"NME1"
"MVB12A"
"GIGYF2"
"PCID2"
"PIK3C2A"
"ACAA2"
"NT5C3B"
"BCL2L1"
"NOB1"
"KSR1"
"ACAT1"
"RPS11"
"FDXR"
"TELO2"
"TINAGL1"
"NIFK"
"TBL2"
