"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","10/224","27/3535",0.37037037037037,5.84490740740741,6.57226797138084,2.77642800365323e-06,0.000699659856920613,0.00068095549984337,"4174/4176/79621/4172/4171/4173/54107/4175/5558/6742",10
"Genetic Information Processing","Translation","hsa03008","Ribosome biogenesis in eukaryotes","11/224","46/3535",0.239130434782609,3.77377717391304,4.92467633299507,9.5620905688487e-05,0.0120482341167494,0.0117261426449566,"84135/23160/134430/84128/65083/10436/10199/55127/10885/5822/55226",11
