"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","16/342","60/3535",0.266666666666667,2.75633528265107,4.49006380967866,0.000116591323515163,0.0203908193158046,0.0187255073934612,"23513/3996/1496/4086/1857/7531/5520/7159/5516/1499/1856/5521/55233/9231/23286/71",16
"Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","7/342","14/3535",0.5,5.16812865497076,5.11350855934154,0.000140626340108997,0.0203908193158046,0.0187255073934612,"57571/218/55748/3176/217/223/4129",7
