"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"4641",-0.200731160345825,21.1420308002181,-0.64209205066134,0.524552717748716,0.603752411492445,-7.04691859841902
"5348",2.6899818039523,22.1083638777401,4.44688782102133,6.99149145666291e-05,0.000268546229836164,0.903264506832787
"375790",1.29449334736968,21.4210332566981,3.01966951662198,0.00443725513496267,0.0105658719013463,-3.07552066134888
"274",1.45856971484512,21.2397459674596,3.90723357486311,0.00035919783390003,0.00116785034281589,-0.683704415495612
"6319",0.482219332725016,19.7537213206473,1.70524689881366,0.0960660903125489,0.14600520868931,-5.82515736544396
"3983",2.46823988453507,21.264540273517,6.21991995871256,2.51682817498291e-07,1.62604715065457e-06,6.44589400495004
"22808",1.25325276754408,21.0657594237532,3.59658651243781,0.000891891267705813,0.00261691283604183,-1.55695968675686
"23654",0.796986292665849,21.3174377694729,2.82298638334952,0.00743932855142777,0.0164570437150376,-3.55642280344261
"9144",0.103103624882365,19.8598011667593,0.314548192500963,0.754773676583536,0.808233881075939,-7.20576311029272
"10174",1.21178533325918,20.9885482508713,3.91411403644432,0.000351928236868425,0.00114811341329307,-0.663991794337027
"6840",-0.294060627029001,19.3312663844286,-1.09852986726995,0.278678067820696,0.357665894540518,-6.64975933115338
"203",1.21582636295875,24.0440089795124,1.8821661348032,0.0672559276270148,0.107778327536179,-5.52605100463208
"1277",-1.9309823582083,23.3274525764508,-2.17499299985117,0.0357284765114844,0.0630599378059839,-4.97797931485303
"1281",-2.42637201242559,21.4432325529684,-3.96241167290251,0.00030477229697375,0.00100975596661718,-0.525198568382356
"1410",3.73601589139189,24.4367354566101,6.55761980048512,8.54499295966995e-08,6.13853553143787e-07,7.51867890615561
"5621",1.44410015474622,20.9200216488065,2.82685337992724,0.00736535480303903,0.016318535805422,-3.54717031928861
"351",0.813327383766328,21.3272652370701,2.14205859293361,0.0384607171310715,0.0672009792937974,-5.04277927578741
"347",2.06003417729304,23.62880562954,3.20313358329919,0.00270011224834723,0.00681253617336619,-2.60901910862713
"3688",0.293306963112201,22.3898198665306,1.20938099657533,0.233763620244938,0.308800183561087,-6.52353870179638
"5925",-1.70356613484402,18.0737569665844,-11.0170928692521,1.44486583251923e-13,6.5360269352937e-12,20.7789642918489
"7170",0.407250104123335,24.4506191545611,1.74830466333184,0.0882438304949648,0.135696147268087,-5.7546738122503
"7169",-1.02790868125964,20.9210159026383,-2.08394291674944,0.0437339199624553,0.0746882788895082,-5.1552130613309
"5213",1.6061131832717,22.8101582562931,5.16449911725344,7.35996419965224e-06,3.52946530275477e-05,3.10880536201747
"6649",1.50272667739748,21.5724411391507,2.83590063926047,0.00719495357057997,0.0160099611893076,-3.52549053947741
"1284",-0.0432236309568168,22.240843180614,-0.0852438733376022,0.932501620921615,0.949020693037144,-7.25247691588093
"2247",1.843366849776,21.8753253423278,5.29662873167177,4.83442363097443e-06,2.4151098921694e-05,3.52268118213326
"2775",2.19130447495004,23.8228174097253,4.23598857337139,0.000133514996662467,0.000487631059011997,0.273916619329516
"6678",2.25699451800629,22.5691855456029,4.18322646141791,0.000156755836811869,0.00056320342869555,0.118187092646107
"2548",0.462151930153997,21.8984207309811,1.4273502540509,0.161400805566697,0.226327068356581,-6.24287469764935
"1191",1.7163103941171,23.5855351882415,5.06530745685766,1.00813122888672e-05,4.65946412707499e-05,2.79935950243902
"5837",1.29197754674979,23.4921141251886,1.4799753577182,0.146876449486139,0.209484906230851,-6.16882177790705
"5091",1.63739940463235,20.9143033280911,5.78914362572906,1.00117122905322e-06,5.71742416591524e-06,5.07766749937952
"1756",2.29948731116627,20.7475536320789,6.20602366157885,2.63140333753091e-07,1.69287930281244e-06,6.40172386117846
"1292",-1.35964329354935,23.2894476209486,-1.97285414403567,0.0555974233150405,0.0914420832937039,-5.36319559271453
"1293",-1.51605189540139,23.4331907396369,-2.06736297515057,0.0453502189112829,0.0769095459298326,-5.18683701781959
"1152",2.09845552685128,25.4452255701213,3.83223821658537,0.000448506028239554,0.00142278693110781,-0.897573406323088
"4684",0.839506796699478,23.2422051154938,1.64980570729652,0.106978281645209,0.1597998512875,-5.9136768393956
"2224",0.413284035114636,22.1635345419018,1.95793035738252,0.0573866620912974,0.0938208234816459,-5.39042909341567
"140465",-0.48922063201497,20.7865973674772,-1.7055541994215,0.0960082839130206,0.145994597956671,-5.8246596801189
"5224",1.61848501265015,22.4287090011582,2.38105495118841,0.0222185877748708,0.0421134235455734,-4.55532163427539
"3691",0.851251857879369,20.6207250921527,2.43157941848038,0.0197053922677048,0.0379636078396928,-4.44730391037943
"948",-0.502350504939962,21.6237693845639,-0.992101929018777,0.327235545449479,0.409133451274702,-6.76018964023802
"3693",1.03477499508452,21.0467721927238,3.06965484804077,0.0038808481494403,0.00937966874990936,-2.9500713490698
"2878",-0.0827083449799204,21.6126234998176,-0.155275310191624,0.877401478442404,0.908142099732633,-7.24388563746315
"3908",-0.386165320735131,21.5929045070134,-0.573396752931758,0.569652857827796,0.644731219113611,-7.08912321774907
"208",0.840188167249263,20.6347761881812,2.76509446112199,0.00863274461657222,0.0187434307718093,-3.69393245861969
"2180",-0.530281881955059,20.7571149408955,-1.54109802514731,0.131331556851615,0.190722900432894,-6.07981188590029
"4046",0.132477960547867,19.3546282417849,0.366487983174188,0.715972715973425,0.777653575042941,-7.18776764770136
"178",1.5581518915309,21.0048936130936,4.65422219475043,3.67357136010892e-05,0.000149466483454857,1.53150290649316
"4627",-0.116347813887135,22.5319926743709,-0.40061849143712,0.690877282592522,0.755729243810746,-7.17445852707297
"88",0.48442663864774,21.7333196675574,1.7814591065212,0.0825904517908864,0.1279962626217,-5.69937905220641
"4629",-1.13983948215593,20.5675572162144,-2.18937201231793,0.0345904965024181,0.0613909182596206,-4.94944496088113
"1306",0.674700022557865,21.0351695563231,1.61839409552594,0.113600936147017,0.168248872947825,-5.96270078460986
"1384",1.85678256476599,21.1808670844776,7.53779682570945,3.84639199368328e-09,4.03851012841208e-08,10.606128454438
"7249",-0.00344730555618966,19.0290949516043,-0.0180939251220934,0.985655753154484,0.988753675898815,-7.25601731592999
"2049",0.506004560106696,18.3064499031371,1.9660226673125,0.056410382856843,0.0925296936235008,-5.37568296673818
"1012",1.19742726043637,21.2460238498009,2.12253252417451,0.0401662942093136,0.0695305000054992,-5.08082920419313
"11345",1.42232098752693,21.3640807561341,3.89677812869192,0.00037052438632837,0.0012005993228745,-0.713630473165961
"6876",-1.75721835612205,23.5336544865924,-2.48235109921481,0.0174423315402462,0.0342351194734247,-4.33708009792625
"2314",0.596823343541338,20.4613271635896,2.98448018680168,0.00487309021596926,0.0114690304345528,-3.16306932881523
"816",1.0059676413275,21.4281509452471,2.38465327048327,0.0220304521871961,0.0417844000711263,-4.5476844148961
"2273",2.25776617670797,23.73627672382,5.24757752960072,5.6515731183252e-06,2.76561222868639e-05,3.3688287321562
"3679",1.71390320141469,20.5956531336854,6.09778731980845,3.7223960149961e-07,2.32700382003837e-06,6.05770307361023
"6709",1.96457363781001,23.3759123717278,6.68214207681017,5.74370237465413e-08,4.3360801763979e-07,7.9136101143427
"1974",0.339924178629129,22.7017742540632,1.55414209122596,0.128191886800081,0.187061821098924,-6.06040310072037
"8082",1.30645103982831,18.7534646824751,4.66217808890646,3.58349847847571e-05,0.000146112127458076,1.55577767199616
"1266",0.701211380449266,22.9574441913491,2.3924778307311,0.0216263085920276,0.0410992864244785,-4.53104761118316
"4638",0.0462991055472983,21.1360002672401,0.112089050653905,0.911325096586464,0.932674926609213,-7.24977454382214
"537",0.128971287414426,21.0026410926734,0.432343096621388,0.667862401965914,0.735589183016414,-7.16103457585399
"3490",1.04469849447648,20.9870698276253,1.98307133119911,0.0544004820563879,0.0898851795841094,-5.34445331443594
"5740",-1.07081501355082,19.5909281105153,-3.32248337785559,0.00194076882371448,0.00511689623324445,-2.29695365544458
"7164",0.677781324314576,19.9510431742171,1.91320760907512,0.0630492194161625,0.101775151881386,-5.47102074381385
"9659",-0.415265495321933,18.131609972397,-1.605977473093,0.116309658920692,0.17177351940858,-5.98185227970055
"165",0.32636770015338,21.4566283628883,0.477245757825057,0.635838600126055,0.705736622435121,-7.14030437223382
"22933",1.79359897769516,21.6716341530174,4.78776398215481,2.4189256139006e-05,0.000101882167535623,1.94045192320574
"6444",0.556223459302032,20.2705107177989,1.58684498974082,0.120586416025674,0.177405623576824,-6.01110922047725
"6016",0.6359521476375,17.735489523885,2.24781326995384,0.030289549496878,0.0548246571706251,-4.83196903476251
"10580",2.79176675415691,21.8537968189103,7.15635437724249,1.27538837773908e-08,1.15206072800487e-07,9.41144044023166
"65055",-0.107521120649302,18.3361712418787,-0.310380129700662,0.757916994049152,0.810240627244581,-7.20708887973227
"9260",-1.27968460743686,21.1771090853145,-3.32915298507101,0.00190498691782051,0.00503410756342172,-2.2793246608312
"9463",-0.103465209003314,19.0532595699142,-0.362663632394491,0.718805268424846,0.779746273999385,-7.18918568375954
"26353",1.21854097553452,22.0970258183662,2.70324191360918,0.0101024891685224,0.0215499465658612,-3.83872704868923
"22924",0.910757560156512,22.2093869000306,2.21105733970904,0.032935066307694,0.0589629030656597,-4.90613439941769
"1837",2.11310053797304,21.1859352392217,5.56361492088099,2.0613028447235e-06,1.09447179694422e-05,4.36369153686435
