"C1_vs_C2.ID","C1_vs_C2.logFC","C1_vs_C2.AveExpr","C1_vs_C2.t","C1_vs_C2.P.Value","C1_vs_C2.adj.P.Val","C1_vs_C2.B","C1_vs_C3.ID","C1_vs_C3.logFC","C1_vs_C3.AveExpr","C1_vs_C3.t","C1_vs_C3.P.Value","C1_vs_C3.adj.P.Val","C1_vs_C3.B","C1_vs_C4.ID","C1_vs_C4.logFC","C1_vs_C4.AveExpr","C1_vs_C4.t","C1_vs_C4.P.Value","C1_vs_C4.adj.P.Val","C1_vs_C4.B","C2_vs_C3.ID","C2_vs_C3.logFC","C2_vs_C3.AveExpr","C2_vs_C3.t","C2_vs_C3.P.Value","C2_vs_C3.adj.P.Val","C2_vs_C3.B","C2_vs_C4.ID","C2_vs_C4.logFC","C2_vs_C4.AveExpr","C2_vs_C4.t","C2_vs_C4.P.Value","C2_vs_C4.adj.P.Val","C2_vs_C4.B","C3_vs_C4.ID","C3_vs_C4.logFC","C3_vs_C4.AveExpr","C3_vs_C4.t","C3_vs_C4.P.Value","C3_vs_C4.adj.P.Val","C3_vs_C4.B"
"10212",0.0952232062654801,20.9726188951298,0.49563438640541,0.622921091175322,0.745092997876791,-6.3117629050049,"10212",-2.16830678675784,20.9726188951298,-9.21496581743973,2.35314463356105e-11,3.00418131551293e-09,15.8099807137044,"10212",-1.4758592631907,20.9726188951298,-4.85840337804671,1.93745001805087e-05,0.000783848616457905,2.66925067359846,"10212",-2.26352999302332,20.9726188951298,-11.7816165113635,1.89073322074266e-14,1.22047891608613e-12,22.806582846671,"10212",-1.57108246945618,20.9726188951298,-5.78232654333002,1.02328317108959e-06,3.45809518700571e-05,5.43391560575211,"10212",0.692447523567136,20.9726188951298,2.27947845131623,0.0281642410637539,0.107897565323654,-4.26061275635675
"10528",0.231957712274891,21.6968386781068,0.850650820488957,0.400132160601369,0.557605149187288,-6.07586991146227,"10528",-1.38262155507391,21.6968386781068,-4.13999867544114,0.000178702764840013,0.00132813374386271,0.218991576923528,"10528",-0.724482241126189,21.6968386781068,-1.68035192716764,0.100846065420219,0.277400392363512,-5.20360782189794,"10528",-1.61457926734881,21.6968386781068,-5.92109296580346,6.55881813515663e-07,3.90875624341026e-06,5.49636888393974,"10528",-0.95643995340108,21.6968386781068,-2.48019153122445,0.0175335578057386,0.0534378194132458,-3.83291474449442,"10528",0.658139313947725,21.6968386781068,1.52647725749322,0.134924014710252,0.325005645497022,-5.58112193541977
"7514",0.262527306397502,22.2676558656423,1.92416309122875,0.0616194476509909,0.148991467489454,-4.66803839222565,"7514",-0.648798337008628,22.2676558656423,-3.88267908029518,0.000386348246280868,0.00251478241265828,-0.522641662117813,"7514",-0.193542349705581,22.2676558656423,-0.897167230241667,0.375109561168016,0.611447335159429,-6.17333799742737,"7514",-0.91132564340613,22.2676558656423,-6.67945438207968,5.79311632699135e-08,4.36764478983796e-07,7.90509135884638,"7514",-0.456069656103082,22.2676558656423,-2.3636522269195,0.0231491084908719,0.0649373184961227,-4.08051941261113,"7514",0.455255987303048,22.2676558656423,2.11034305308857,0.0412644963064176,0.142809958602632,-4.59422154852508
"3149",1.11647572125004,23.1604789269294,5.43985650750417,3.06151239098871e-06,0.000159894442602092,4.48929277329471,"3149",-1.84043287947139,23.1604789269294,-7.32170985211501,7.57416250164046e-09,3.02177524805031e-07,10.0979936409312,"3149",0.485164439634413,23.1604789269294,1.49505482127152,0.142911605665799,0.349507269788322,-5.48126476910588,"3149",-2.95690860072143,23.1604789269294,-14.4070830986993,3.03443594137052e-17,6.97313379326945e-15,29.2004541962073,"3149",-0.631311281615623,23.1604789269294,-2.17503731991201,0.0357249185867003,0.0890689229566145,-4.46213425864986,"3149",2.32559731910581,23.1604789269294,7.16642688587236,1.23546694756115e-08,1.31439955809978e-06,9.73391508228786
"9183",-0.0631218457667337,19.3067137084975,-0.327415438197007,0.745096722020149,0.836541072504544,-6.38064393253842,"9183",-0.320304434729227,19.3067137084975,-1.35655306104503,0.18268879129493,0.330670165718139,-6.08524026531432,"9183",0.255792414131243,19.3067137084975,0.839145210150971,0.406478768760249,0.639261025602964,-6.22303320832276,"9183",-0.257182588962493,19.3067137084975,-1.33401596608845,0.189901271734192,0.258956279637535,-6.36824596632554,"9183",0.318914259897976,19.3067137084975,1.16971054305973,0.249184054250716,0.37058306799647,-6.03797178315446,"9183",0.57609684886047,19.3067137084975,1.88992669288579,0.0661823312452967,0.198754570310627,-4.9979697698403
"11051",0.543481680914564,21.9616679200101,3.04996330152237,0.00409169686199654,0.0207473949445456,-2.27451562000727,"11051",-0.930398547078113,21.9616679200101,-4.26317438495405,0.000122891714683649,0.000968467628062505,0.580552123046287,"11051",0.247818469209388,21.9616679200101,0.879575997400327,0.384452075474697,0.620609257864917,-6.18874185561319,"11051",-1.47388022799268,21.9616679200101,-8.27126426534283,3.98533831339559e-10,5.82589532072714e-09,12.868247790491,"11051",-0.295663211705175,21.9616679200101,-1.17325387209442,0.247777362568994,0.369457972197055,-6.033919959638,"11051",1.1782170162875,21.9616679200101,4.18181667638134,0.000157428156752274,0.00215065533631601,0.562783294627844
"5885",0.642935347089292,21.1825453464458,3.22979039220627,0.00250930899377335,0.0148465295254664,-1.82647704751221,"5885",-0.853595373431801,21.1825453464458,-3.50117209456638,0.00117245406985698,0.00619664087518709,-1.58204974407829,"5885",0.757073232770363,21.1825453464458,2.40533140967361,0.0209769405118669,0.101101110101238,-3.86356546682633,"5885",-1.49653072052109,21.1825453464458,-7.51783295888579,4.09419307342336e-09,4.26107594326399e-08,10.5438750251435,"5885",0.114137885681071,21.1825453464458,0.40543558208258,0.687362836574134,0.775471395679092,-6.6346127568599,"5885",1.61066860620216,21.1825453464458,5.11732765256595,8.54873408229418e-06,0.000228430126989675,3.36943347540135
"10492",-0.0095815805057029,22.6092374868092,-0.059556485703552,0.95281161590106,0.972965292099465,-6.43237551370004,"10492",-1.06302570974178,22.6092374868092,-5.39498260655464,3.5330637885886e-06,5.32741508279305e-05,4.03975397145193,"10492",-0.372006812910779,22.6092374868092,-1.46242229507284,0.1516011715975,0.361539531269256,-5.52719073757699,"10492",-1.05344412923608,22.6092374868092,-6.54792079292107,8.81377218622425e-08,6.31360613589256e-07,7.48789807674673,"10492",-0.362425232405077,22.6092374868092,-1.59292503689244,0.119213670238549,0.217758519019665,-5.47547128909668,"10492",0.691018896831,22.6092374868092,2.71651326258012,0.0097688810500736,0.0499682373232016,-3.31145934112967
"4683",0.458954625549527,19.0233158953675,2.31851179122125,0.0257286362835764,0.0779183001840518,-3.92073088300975,"4683",-0.0954675832638898,19.0233158953675,-0.393776556487706,0.6958809131376,0.813813660165072,-6.92095572601287,"4683",0.810818273523331,19.0233158953675,2.5905565749241,0.0133891172864099,0.0766140227195467,-3.46335980391425,"4683",-0.554422208813417,19.0233158953675,-2.8007876092538,0.00787753592481649,0.0173529309386774,-3.60937517727341,"4683",0.351863647973804,19.0233158953675,1.25689489071115,0.216233252912292,0.333224259115107,-5.93497851042254,"4683",0.906285856787221,19.0233158953675,2.89557458400486,0.00615989796180369,0.0354240378283906,-2.88972215485698
"11168",1.0064227478684,22.3446696675004,3.90861868478428,0.000357722765891787,0.00387757979254399,-0.0164932941948468,"11168",-0.794899563872143,22.3446696675004,-2.52063225022151,0.0158953608853002,0.0511017617717123,-4.00700638571264,"11168",1.35304883828358,22.3446696675004,3.32342840762182,0.00193566013989112,0.0196820663781849,-1.69255514020225,"11168",-1.80132231174055,22.3446696675004,-6.99575010590731,2.11976324858356e-08,1.78563634356489e-07,8.90547987764204,"11168",0.346626090415178,22.3446696675004,0.951895141814723,0.346985779158303,0.472461335818698,-6.26485117869672,"11168",2.14794840215572,22.3446696675004,5.27590175302606,5.16431887859899e-06,0.000155335141139012,3.85785994669066
"8726",0.291148810019408,17.6224239073364,1.55021147237224,0.129131532926635,0.252627898091013,-5.26933258946144,"8726",-1.9626180574561,17.6224239073364,-8.53229942864288,1.80313308368572e-10,1.59369224088837e-08,13.7959424328708,"8726",-1.11914482814938,17.6224239073364,-3.76870561654373,0.000540685073143013,0.00832677584570716,-0.498239246313299,"8726",-2.25376686747551,17.6224239073364,-12.00010143878,1.07198099900673e-14,7.69816354911706e-13,23.371896407863,"8726",-1.41029363816878,17.6224239073364,-5.30970601727611,4.63714617370375e-06,0.000108294328324911,3.966641548359,"8726",0.843473229306721,17.6224239073364,2.84038510185406,0.00711185914951775,0.0395141497233844,-3.02159175986722
"10535",0.271990613981476,18.6962696643385,1.10889706659725,0.274234964441799,0.428235898537139,-5.82924984711423,"10535",-1.55388443559333,18.6962696643385,-5.17261797090412,7.17258951071394e-06,9.62769316332981e-05,3.34600383717772,"10535",0.164611094308793,18.6962696643385,0.424449879809773,0.673559438853109,0.831992899636876,-6.48359676654423,"10535",-1.8258750495748,18.6962696643385,-7.44403439813004,5.15861134601036e-09,5.19023155566191e-08,10.3134711045431,"10535",-0.107379519672683,18.6962696643385,-0.309559243280655,0.758536552442329,0.828005413980844,-6.66914279425381,"10535",1.71849552990212,18.6962696643385,4.43114253133074,7.33954175239645e-05,0.00119112054710502,1.29457772441108
"51747",0.74474308135774,20.3002968788071,3.82642287462127,0.00045626664115161,0.00457461056442583,-0.244264555111843,"51747",-1.05102792996734,20.3002968788071,-4.4091524418709,7.85424692035725e-05,0.000679557960202596,1.01389765488809,"51747",0.114582331033908,20.3002968788071,0.372335234242981,0.711649728621786,0.855954248258208,-6.50439572006878,"51747",-1.79577101132508,20.3002968788071,-9.22650971498635,2.27460391043863e-11,4.83116221084688e-10,15.7278907847148,"51747",-0.630160750323832,20.3002968788071,-2.28940611523922,0.0275259442692382,0.0734835268711773,-4.23362307738845,"51747",1.16561026100125,20.3002968788071,3.78765002989413,0.000511434494821273,0.00538130251419086,-0.5603153722375
"24137",0.178446182340586,16.9059584175478,0.877077751349642,0.385790760198545,0.541899246293555,-6.05348702898549,"24137",-2.44112886938824,16.9059584175478,-9.79661206122849,4.34411222350565e-12,7.56270446183028e-10,17.4794918136429,"24137",-1.4909876849928,16.9059584175478,-4.63484148316025,3.9024310478166e-05,0.00132659564317789,1.99895443543993,"24137",-2.61957505172883,16.9059584175478,-12.8754281303522,1.17162126850638e-15,1.34619283751383e-13,25.5748756468118,"24137",-1.66943386733339,16.9059584175478,-5.80209793624831,9.60458812158731e-07,3.31940758212033e-05,5.49551987382539,"24137",0.950141184395445,16.9059584175478,2.95358158931828,0.00528863132055185,0.031806688357263,-2.74937256192104
"10527",-0.241421186272675,21.7228780350189,-1.77180270224105,0.0842046842038408,0.1866342248268,-4.92632084299827,"10527",-0.177801108867261,21.7228780350189,-1.06543955397234,0.293198947924153,0.463518975185542,-6.43061117537271,"10527",-0.759757651268231,21.7228780350189,-3.5265095006036,0.00109063007836735,0.0130534787504592,-1.1572349980654,"10527",0.0636200774054139,21.7228780350189,0.46691107273569,0.643149611988837,0.712337482335814,-7.14525494587883,"10527",-0.518336464995556,21.7228780350189,-2.68990377764494,0.0104483625637968,0.0370073014358894,-3.36601097537416,"10527",-0.58195654240097,21.7228780350189,-2.70122357081849,0.0101541384304539,0.051306530591871,-3.3466355187018
"51691",0.453926880102969,21.7560115501232,1.7856624888782,0.0818959654662285,0.182999736135155,-4.90356544849947,"51691",-1.35554124123831,21.7560115501232,-4.35392135569878,9.30826611018106e-05,0.000777267279113229,0.849353445911731,"51691",0.0712104757428627,21.7560115501232,0.177168846418629,0.860288489843823,0.93410647782135,-6.55821704192184,"51691",-1.80946812134128,21.7560115501232,-7.11810533971259,1.43919162842608e-08,1.26812207136623e-07,9.29108412825676,"51691",-0.382716404360107,21.7560115501232,-1.06457326275258,0.293586060383129,0.417384785177203,-6.15297056195867,"51691",1.42675171698117,21.7560115501232,3.54970182668227,0.0010205614803817,0.00904803349505072,-1.21394703145261
