Contrast,Database,Pathway_direction,Pathway_ID,Pathway_name,GeneRatio,BgRatio,Count,pvalue,p.adjust,qvalue,N_genes_na_via,Genes_UP,Genes_DOWN,Genes_todos
ATRT_vs_MB,GO_BP,DOWN,GO:0006325,chromatin organization,155/701,331/5510,155,6.942053522827768e-57,2.471371054126685e-53,2.2273030671135825e-53,155,,ACTL6B; APEX1; ARID1A; ARID1B; ARID2; ATF7IP; ATRX; BANP; BAZ1A; BAZ1B; BPTF; BRD1; BRD3; BRD4; BRD8; CBX1; CBX2; CBX3; CBX5; CBX8; CENPV; CFDP1; CGGBP1; CHD2; CHD3; CHD4; CHTOP; DCAF1; DDX23; DEK; DMAP1; DNAJC9; DNMT1; DNMT3A; DPF2; EHMT1; EHMT2; EP400; FBLL1; FMR1; GATAD2A; GATAD2B; GLYR1; GTF3C4; H1-10; H1-2; H1-3; H1-4; H1-5; H2AC21; H3-3A; H4C1; HCFC1; HDAC2; HDAC3; HDAC6; HIRA; HIRIP3; HLTF; HMG20A; HMGB1; HMGB2; HMGN1; HMGN2; HMGN4; HMGN5; HP1BP3; HPF1; HTATSF1; INO80C; KAT7; KDM1A; KDM3B; KMT2A; LMNB1; LMNB2; LRWD1; MACROH2A1; MACROH2A2; MBD1; MBD3; MCM2; MCRS1; MDC1; MECP2; MEN1; MORC2; MRGBP; MSL1; MTA1; MTA2; NAP1L4; NASP; NCAPD3; NCAPG2; NCOR1; NIPBL; NSD2; NSMCE4A; NUCKS1; PARP1; PAXIP1; PBRM1; PHF21A; PHIP; PSIP1; RAD21; RB1; RBBP4; RBBP5; RBM14; RBM15B; RCOR1; RING1; RIOX2; RNF2; RNF40; RSF1; RTF1; SAFB; SART3; SETD1A; SETMAR; SFPQ; SGF29; SIN3A; SIRT1; SMARCA4; SMARCA5; SMARCB1; SMARCC1; SMARCC2; SMARCD1; SMARCE1; SPEN; SPIN1; SRPK2; SUDS3; TBL1XR1; TLK2; TONSL; TOP2A; TP53BP1; TRIM24; TRIM28; TRRAP; UHRF1; UHRF2; USP22; VRK1; WBP2; YEATS4; YTHDC1; ZNF462; ZNF618,ACTL6B; APEX1; ARID1A; ARID1B; ARID2; ATF7IP; ATRX; BANP; BAZ1A; BAZ1B; BPTF; BRD1; BRD3; BRD4; BRD8; CBX1; CBX2; CBX3; CBX5; CBX8; CENPV; CFDP1; CGGBP1; CHD2; CHD3; CHD4; CHTOP; DCAF1; DDX23; DEK; DMAP1; DNAJC9; DNMT1; DNMT3A; DPF2; EHMT1; EHMT2; EP400; FBLL1; FMR1; GATAD2A; GATAD2B; GLYR1; GTF3C4; H1-10; H1-2; H1-3; H1-4; H1-5; H2AC21; H3-3A; H4C1; HCFC1; HDAC2; HDAC3; HDAC6; HIRA; HIRIP3; HLTF; HMG20A; HMGB1; HMGB2; HMGN1; HMGN2; HMGN4; HMGN5; HP1BP3; HPF1; HTATSF1; INO80C; KAT7; KDM1A; KDM3B; KMT2A; LMNB1; LMNB2; LRWD1; MACROH2A1; MACROH2A2; MBD1; MBD3; MCM2; MCRS1; MDC1; MECP2; MEN1; MORC2; MRGBP; MSL1; MTA1; MTA2; NAP1L4; NASP; NCAPD3; NCAPG2; NCOR1; NIPBL; NSD2; NSMCE4A; NUCKS1; PARP1; PAXIP1; PBRM1; PHF21A; PHIP; PSIP1; RAD21; RB1; RBBP4; RBBP5; RBM14; RBM15B; RCOR1; RING1; RIOX2; RNF2; RNF40; RSF1; RTF1; SAFB; SART3; SETD1A; SETMAR; SFPQ; SGF29; SIN3A; SIRT1; SMARCA4; SMARCA5; SMARCB1; SMARCC1; SMARCC2; SMARCD1; SMARCE1; SPEN; SPIN1; SRPK2; SUDS3; TBL1XR1; TLK2; TONSL; TOP2A; TP53BP1; TRIM24; TRIM28; TRRAP; UHRF1; UHRF2; USP22; VRK1; WBP2; YEATS4; YTHDC1; ZNF462; ZNF618
ATRT_vs_MB,GO_BP,DOWN,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,168/701,461/5510,168,2.7264515477457645e-43,4.853083754987461e-40,4.373802272383731e-40,168,,ACIN1; AKT1; ANGEL2; APEX1; ATF7IP; BASP1; BCLAF1; BPTF; CBX1; CBX2; CBX3; CBX5; CBX8; CDK5; CDK6; CDKN1B; CGGBP1; CHD3; CHD4; CIRBP; CNOT2; CREB1; CTBP1; CTBP2; CUL3; CXXC5; DACH1; DCAF1; DDX5; DMAP1; DNAJC17; DNMT1; DNMT3A; DPF2; DR1; EHMT1; EHMT2; ELAVL4; ERCC4; FAM76B; FBLL1; FBLN5; FUS; GABPA; GATAD2A; GATAD2B; H1-10; H1-2; H1-3; H1-4; H1-5; HCFC1; HDAC2; HDAC3; HDAC6; HIRA; HMG20A; HMGB1; HMGB2; HNRNPA0; HNRNPA1; HNRNPAB; HNRNPD; HNRNPL; ILF3; IRF2BP1; IRF2BP2; KDM1A; KHDRBS1; LANCL2; LIG3; MACROH2A1; MACROH2A2; MAZ; MBD1; MBD3; MCRS1; MECP2; MED1; MED25; MEN1; MEPCE; METTL16; MLH1; MTA1; MTA2; NACC1; NCOA5; NCOR1; NCOR2; NELFA; NELFE; NFIB; NFIX; NIPBL; NONO; NR2C2; NSD2; PARP1; PCBP4; PHC2; PHF21A; PPM1A; PPP1R10; PSMD10; PURB; RB1; RBBP4; RBM10; RBMX; RCOR1; RCOR2; RCOR3; RING1; RIOX2; RNF2; RSF1; RTF1; SARNP; SCAF4; SENP3; SFPQ; SGF29; SIN3A; SIN3B; SIRT1; SMAD4; SMARCA4; SMARCA5; SMARCC2; SMARCE1; SNW1; SOX11; SPEN; SRC; SRSF1; SRSF2; SRSF4; SRSF7; SUDS3; SUPT5H; TBL1XR1; TERF2; TERF2IP; THAP11; TLE3; TP53BP1; TRIM24; TRIM28; TRIM33; TSG101; U2AF2; UBQLN4; UHRF1; WAPL; XRCC1; XRCC5; XRCC6; ZBTB14; ZBTB21; ZC3H4; ZCCHC17; ZEB1; ZEB2; ZMYM2; ZNF219; ZNF536; ZNF608,ACIN1; AKT1; ANGEL2; APEX1; ATF7IP; BASP1; BCLAF1; BPTF; CBX1; CBX2; CBX3; CBX5; CBX8; CDK5; CDK6; CDKN1B; CGGBP1; CHD3; CHD4; CIRBP; CNOT2; CREB1; CTBP1; CTBP2; CUL3; CXXC5; DACH1; DCAF1; DDX5; DMAP1; DNAJC17; DNMT1; DNMT3A; DPF2; DR1; EHMT1; EHMT2; ELAVL4; ERCC4; FAM76B; FBLL1; FBLN5; FUS; GABPA; GATAD2A; GATAD2B; H1-10; H1-2; H1-3; H1-4; H1-5; HCFC1; HDAC2; HDAC3; HDAC6; HIRA; HMG20A; HMGB1; HMGB2; HNRNPA0; HNRNPA1; HNRNPAB; HNRNPD; HNRNPL; ILF3; IRF2BP1; IRF2BP2; KDM1A; KHDRBS1; LANCL2; LIG3; MACROH2A1; MACROH2A2; MAZ; MBD1; MBD3; MCRS1; MECP2; MED1; MED25; MEN1; MEPCE; METTL16; MLH1; MTA1; MTA2; NACC1; NCOA5; NCOR1; NCOR2; NELFA; NELFE; NFIB; NFIX; NIPBL; NONO; NR2C2; NSD2; PARP1; PCBP4; PHC2; PHF21A; PPM1A; PPP1R10; PSMD10; PURB; RB1; RBBP4; RBM10; RBMX; RCOR1; RCOR2; RCOR3; RING1; RIOX2; RNF2; RSF1; RTF1; SARNP; SCAF4; SENP3; SFPQ; SGF29; SIN3A; SIN3B; SIRT1; SMAD4; SMARCA4; SMARCA5; SMARCC2; SMARCE1; SNW1; SOX11; SPEN; SRC; SRSF1; SRSF2; SRSF4; SRSF7; SUDS3; SUPT5H; TBL1XR1; TERF2; TERF2IP; THAP11; TLE3; TP53BP1; TRIM24; TRIM28; TRIM33; TSG101; U2AF2; UBQLN4; UHRF1; WAPL; XRCC1; XRCC5; XRCC6; ZBTB14; ZBTB21; ZC3H4; ZCCHC17; ZEB1; ZEB2; ZMYM2; ZNF219; ZNF536; ZNF608
ATRT_vs_MB,GO_BP,DOWN,GO:0051253,negative regulation of RNA metabolic process,155/701,405/5510,155,8.196866561580753e-43,9.726948319742494e-40,8.766333080595836e-40,155,,ACIN1; AKT1; ANGEL2; APEX1; ATF7IP; BASP1; BCLAF1; BPTF; CBX1; CBX2; CBX3; CBX5; CBX8; CDK5; CDK6; CDKN1B; CGGBP1; CHD3; CHD4; CIRBP; CNOT2; CREB1; CTBP1; CTBP2; CUL3; CXXC5; DACH1; DCAF1; DDX5; DMAP1; DNAJC17; DNMT1; DNMT3A; DPF2; DR1; EHMT1; EHMT2; ELAVL4; FAM76B; FBLL1; FBLN5; FUS; GABPA; GATAD2A; GATAD2B; H1-2; H1-3; H1-4; H1-5; HCFC1; HDAC2; HDAC3; HDAC6; HIRA; HMG20A; HMGB1; HMGB2; HNRNPA0; HNRNPAB; HNRNPD; HNRNPL; ILF3; IRF2BP1; IRF2BP2; KDM1A; KHDRBS1; LANCL2; MACROH2A1; MACROH2A2; MAZ; MBD1; MBD3; MECP2; MED1; MED25; MEN1; MEPCE; METTL16; MTA1; MTA2; NACC1; NCOA5; NCOR1; NCOR2; NELFA; NELFE; NFIB; NFIX; NIPBL; NONO; NR2C2; NSD2; PARP1; PCBP4; PHC2; PHF21A; PPM1A; PPP1R10; PSMD10; PURB; RB1; RBBP4; RBM10; RBMX; RCOR1; RCOR2; RCOR3; RING1; RIOX2; RNF2; RSF1; RTF1; SARNP; SCAF4; SFPQ; SGF29; SIN3A; SIN3B; SIRT1; SMAD4; SMARCA4; SMARCA5; SMARCC2; SMARCE1; SNW1; SOX11; SPEN; SRC; SRSF1; SRSF2; SRSF4; SRSF7; SUDS3; SUPT5H; TBL1XR1; THAP11; TLE3; TRIM24; TRIM28; TRIM33; TSG101; U2AF2; UHRF1; XRCC5; XRCC6; ZBTB14; ZBTB21; ZC3H4; ZCCHC17; ZEB1; ZEB2; ZMYM2; ZNF219; ZNF536; ZNF608,ACIN1; AKT1; ANGEL2; APEX1; ATF7IP; BASP1; BCLAF1; BPTF; CBX1; CBX2; CBX3; CBX5; CBX8; CDK5; CDK6; CDKN1B; CGGBP1; CHD3; CHD4; CIRBP; CNOT2; CREB1; CTBP1; CTBP2; CUL3; CXXC5; DACH1; DCAF1; DDX5; DMAP1; DNAJC17; DNMT1; DNMT3A; DPF2; DR1; EHMT1; EHMT2; ELAVL4; FAM76B; FBLL1; FBLN5; FUS; GABPA; GATAD2A; GATAD2B; H1-2; H1-3; H1-4; H1-5; HCFC1; HDAC2; HDAC3; HDAC6; HIRA; HMG20A; HMGB1; HMGB2; HNRNPA0; HNRNPAB; HNRNPD; HNRNPL; ILF3; IRF2BP1; IRF2BP2; KDM1A; KHDRBS1; LANCL2; MACROH2A1; MACROH2A2; MAZ; MBD1; MBD3; MECP2; MED1; MED25; MEN1; MEPCE; METTL16; MTA1; MTA2; NACC1; NCOA5; NCOR1; NCOR2; NELFA; NELFE; NFIB; NFIX; NIPBL; NONO; NR2C2; NSD2; PARP1; PCBP4; PHC2; PHF21A; PPM1A; PPP1R10; PSMD10; PURB; RB1; RBBP4; RBM10; RBMX; RCOR1; RCOR2; RCOR3; RING1; RIOX2; RNF2; RSF1; RTF1; SARNP; SCAF4; SFPQ; SGF29; SIN3A; SIN3B; SIRT1; SMAD4; SMARCA4; SMARCA5; SMARCC2; SMARCE1; SNW1; SOX11; SPEN; SRC; SRSF1; SRSF2; SRSF4; SRSF7; SUDS3; SUPT5H; TBL1XR1; THAP11; TLE3; TRIM24; TRIM28; TRIM33; TSG101; U2AF2; UHRF1; XRCC5; XRCC6; ZBTB14; ZBTB21; ZC3H4; ZCCHC17; ZEB1; ZEB2; ZMYM2; ZNF219; ZNF536; ZNF608
ATRT_vs_MB,GO_BP,DOWN,GO:0006338,chromatin remodeling,119/701,256/5510,119,1.1134608486387687e-42,9.909801552885042e-40,8.931128070134123e-40,119,,ACTL6B; APEX1; ARID1A; ARID1B; ARID2; ATF7IP; ATRX; BAZ1A; BAZ1B; BPTF; BRD1; BRD3; BRD4; CBX1; CBX3; CBX5; CENPV; CFDP1; CGGBP1; CHD2; CHD3; CHD4; CHTOP; DCAF1; DDX23; DEK; DMAP1; DNAJC9; DNMT1; DNMT3A; DPF2; EHMT1; EHMT2; FBLL1; GATAD2A; GATAD2B; GLYR1; GTF3C4; H1-10; H1-2; H1-3; H1-4; H1-5; H2AC21; H3-3A; H4C1; HCFC1; HDAC2; HDAC3; HDAC6; HIRA; HMGB1; HMGB2; HP1BP3; HPF1; INO80C; KAT7; KDM1A; KDM3B; KMT2A; LMNB1; LMNB2; MACROH2A1; MACROH2A2; MBD1; MBD3; MCM2; MCRS1; MECP2; MEN1; MORC2; MSL1; MTA1; MTA2; NAP1L4; NASP; NIPBL; NSD2; PARP1; PAXIP1; PBRM1; PSIP1; RB1; RBBP4; RBBP5; RBM14; RBM15B; RING1; RIOX2; RNF2; RSF1; SART3; SETD1A; SETMAR; SFPQ; SGF29; SIN3A; SIRT1; SMARCA4; SMARCA5; SMARCB1; SMARCC1; SMARCC2; SMARCD1; SMARCE1; SPEN; SPIN1; SRPK2; SUDS3; TP53BP1; TRIM28; TRRAP; UHRF1; UHRF2; USP22; VRK1; WBP2; YEATS4; YTHDC1,ACTL6B; APEX1; ARID1A; ARID1B; ARID2; ATF7IP; ATRX; BAZ1A; BAZ1B; BPTF; BRD1; BRD3; BRD4; CBX1; CBX3; CBX5; CENPV; CFDP1; CGGBP1; CHD2; CHD3; CHD4; CHTOP; DCAF1; DDX23; DEK; DMAP1; DNAJC9; DNMT1; DNMT3A; DPF2; EHMT1; EHMT2; FBLL1; GATAD2A; GATAD2B; GLYR1; GTF3C4; H1-10; H1-2; H1-3; H1-4; H1-5; H2AC21; H3-3A; H4C1; HCFC1; HDAC2; HDAC3; HDAC6; HIRA; HMGB1; HMGB2; HP1BP3; HPF1; INO80C; KAT7; KDM1A; KDM3B; KMT2A; LMNB1; LMNB2; MACROH2A1; MACROH2A2; MBD1; MBD3; MCM2; MCRS1; MECP2; MEN1; MORC2; MSL1; MTA1; MTA2; NAP1L4; NASP; NIPBL; NSD2; PARP1; PAXIP1; PBRM1; PSIP1; RB1; RBBP4; RBBP5; RBM14; RBM15B; RING1; RIOX2; RNF2; RSF1; SART3; SETD1A; SETMAR; SFPQ; SGF29; SIN3A; SIRT1; SMARCA4; SMARCA5; SMARCB1; SMARCC1; SMARCC2; SMARCD1; SMARCE1; SPEN; SPIN1; SRPK2; SUDS3; TP53BP1; TRIM28; TRRAP; UHRF1; UHRF2; USP22; VRK1; WBP2; YEATS4; YTHDC1
ATRT_vs_MB,GO_BP,DOWN,GO:0045892,negative regulation of DNA-templated transcription,136/701,341/5510,136,1.2398153990593656e-39,8.827485641302683e-37,7.955699655437781e-37,136,,APEX1; ATF7IP; BASP1; BCLAF1; BPTF; CBX1; CBX2; CBX3; CBX5; CBX8; CDK5; CDK6; CDKN1B; CGGBP1; CHD3; CHD4; CNOT2; CREB1; CTBP1; CTBP2; CUL3; CXXC5; DACH1; DCAF1; DDX5; DMAP1; DNAJC17; DNMT1; DNMT3A; DPF2; DR1; EHMT1; EHMT2; FBLN5; GABPA; GATAD2A; GATAD2B; H1-2; H1-3; H1-4; H1-5; HCFC1; HDAC2; HDAC3; HDAC6; HIRA; HMG20A; HMGB1; HMGB2; HNRNPL; ILF3; IRF2BP1; IRF2BP2; KDM1A; KHDRBS1; LANCL2; MACROH2A1; MACROH2A2; MAZ; MBD1; MBD3; MECP2; MED1; MED25; MEN1; MEPCE; MTA1; MTA2; NACC1; NCOA5; NCOR1; NCOR2; NELFA; NELFE; NFIB; NFIX; NIPBL; NONO; NR2C2; NSD2; PARP1; PHC2; PHF21A; PPM1A; PPP1R10; PSMD10; PURB; RB1; RBBP4; RBM10; RCOR1; RCOR2; RCOR3; RING1; RIOX2; RNF2; RSF1; RTF1; SARNP; SCAF4; SFPQ; SGF29; SIN3A; SIN3B; SIRT1; SMAD4; SMARCA4; SMARCA5; SMARCC2; SMARCE1; SNW1; SOX11; SPEN; SRC; SRSF2; SUDS3; SUPT5H; TBL1XR1; THAP11; TLE3; TRIM24; TRIM28; TRIM33; TSG101; UHRF1; XRCC5; XRCC6; ZBTB14; ZBTB21; ZC3H4; ZEB1; ZEB2; ZMYM2; ZNF219; ZNF536; ZNF608,APEX1; ATF7IP; BASP1; BCLAF1; BPTF; CBX1; CBX2; CBX3; CBX5; CBX8; CDK5; CDK6; CDKN1B; CGGBP1; CHD3; CHD4; CNOT2; CREB1; CTBP1; CTBP2; CUL3; CXXC5; DACH1; DCAF1; DDX5; DMAP1; DNAJC17; DNMT1; DNMT3A; DPF2; DR1; EHMT1; EHMT2; FBLN5; GABPA; GATAD2A; GATAD2B; H1-2; H1-3; H1-4; H1-5; HCFC1; HDAC2; HDAC3; HDAC6; HIRA; HMG20A; HMGB1; HMGB2; HNRNPL; ILF3; IRF2BP1; IRF2BP2; KDM1A; KHDRBS1; LANCL2; MACROH2A1; MACROH2A2; MAZ; MBD1; MBD3; MECP2; MED1; MED25; MEN1; MEPCE; MTA1; MTA2; NACC1; NCOA5; NCOR1; NCOR2; NELFA; NELFE; NFIB; NFIX; NIPBL; NONO; NR2C2; NSD2; PARP1; PHC2; PHF21A; PPM1A; PPP1R10; PSMD10; PURB; RB1; RBBP4; RBM10; RCOR1; RCOR2; RCOR3; RING1; RIOX2; RNF2; RSF1; RTF1; SARNP; SCAF4; SFPQ; SGF29; SIN3A; SIN3B; SIRT1; SMAD4; SMARCA4; SMARCA5; SMARCC2; SMARCE1; SNW1; SOX11; SPEN; SRC; SRSF2; SUDS3; SUPT5H; TBL1XR1; THAP11; TLE3; TRIM24; TRIM28; TRIM33; TSG101; UHRF1; XRCC5; XRCC6; ZBTB14; ZBTB21; ZC3H4; ZEB1; ZEB2; ZMYM2; ZNF219; ZNF536; ZNF608
ATRT_vs_MB,GO_BP,DOWN,GO:1902679,negative regulation of RNA biosynthetic process,136/701,342/5510,136,1.8354366936643827e-39,1.0890257715742005e-36,9.814756214542173e-37,136,,APEX1; ATF7IP; BASP1; BCLAF1; BPTF; CBX1; CBX2; CBX3; CBX5; CBX8; CDK5; CDK6; CDKN1B; CGGBP1; CHD3; CHD4; CNOT2; CREB1; CTBP1; CTBP2; CUL3; CXXC5; DACH1; DCAF1; DDX5; DMAP1; DNAJC17; DNMT1; DNMT3A; DPF2; DR1; EHMT1; EHMT2; FBLN5; GABPA; GATAD2A; GATAD2B; H1-2; H1-3; H1-4; H1-5; HCFC1; HDAC2; HDAC3; HDAC6; HIRA; HMG20A; HMGB1; HMGB2; HNRNPL; ILF3; IRF2BP1; IRF2BP2; KDM1A; KHDRBS1; LANCL2; MACROH2A1; MACROH2A2; MAZ; MBD1; MBD3; MECP2; MED1; MED25; MEN1; MEPCE; MTA1; MTA2; NACC1; NCOA5; NCOR1; NCOR2; NELFA; NELFE; NFIB; NFIX; NIPBL; NONO; NR2C2; NSD2; PARP1; PHC2; PHF21A; PPM1A; PPP1R10; PSMD10; PURB; RB1; RBBP4; RBM10; RCOR1; RCOR2; RCOR3; RING1; RIOX2; RNF2; RSF1; RTF1; SARNP; SCAF4; SFPQ; SGF29; SIN3A; SIN3B; SIRT1; SMAD4; SMARCA4; SMARCA5; SMARCC2; SMARCE1; SNW1; SOX11; SPEN; SRC; SRSF2; SUDS3; SUPT5H; TBL1XR1; THAP11; TLE3; TRIM24; TRIM28; TRIM33; TSG101; UHRF1; XRCC5; XRCC6; ZBTB14; ZBTB21; ZC3H4; ZEB1; ZEB2; ZMYM2; ZNF219; ZNF536; ZNF608,APEX1; ATF7IP; BASP1; BCLAF1; BPTF; CBX1; CBX2; CBX3; CBX5; CBX8; CDK5; CDK6; CDKN1B; CGGBP1; CHD3; CHD4; CNOT2; CREB1; CTBP1; CTBP2; CUL3; CXXC5; DACH1; DCAF1; DDX5; DMAP1; DNAJC17; DNMT1; DNMT3A; DPF2; DR1; EHMT1; EHMT2; FBLN5; GABPA; GATAD2A; GATAD2B; H1-2; H1-3; H1-4; H1-5; HCFC1; HDAC2; HDAC3; HDAC6; HIRA; HMG20A; HMGB1; HMGB2; HNRNPL; ILF3; IRF2BP1; IRF2BP2; KDM1A; KHDRBS1; LANCL2; MACROH2A1; MACROH2A2; MAZ; MBD1; MBD3; MECP2; MED1; MED25; MEN1; MEPCE; MTA1; MTA2; NACC1; NCOA5; NCOR1; NCOR2; NELFA; NELFE; NFIB; NFIX; NIPBL; NONO; NR2C2; NSD2; PARP1; PHC2; PHF21A; PPM1A; PPP1R10; PSMD10; PURB; RB1; RBBP4; RBM10; RCOR1; RCOR2; RCOR3; RING1; RIOX2; RNF2; RSF1; RTF1; SARNP; SCAF4; SFPQ; SGF29; SIN3A; SIN3B; SIRT1; SMAD4; SMARCA4; SMARCA5; SMARCC2; SMARCE1; SNW1; SOX11; SPEN; SRC; SRSF2; SUDS3; SUPT5H; TBL1XR1; THAP11; TLE3; TRIM24; TRIM28; TRIM33; TSG101; UHRF1; XRCC5; XRCC6; ZBTB14; ZBTB21; ZC3H4; ZEB1; ZEB2; ZMYM2; ZNF219; ZNF536; ZNF608
ATRT_vs_MB,GO_BP,DOWN,GO:0000122,negative regulation of transcription by RNA polymerase II,103/701,247/5510,103,9.816548605681891e-32,4.992416148032504e-29,4.4993744586644206e-29,103,,ATF7IP; BPTF; CBX2; CBX5; CBX8; CDK6; CGGBP1; CHD3; CHD4; CNOT2; CTBP1; CTBP2; CUL3; CXXC5; DACH1; DCAF1; DDX5; DMAP1; DNAJC17; DNMT1; DNMT3A; DPF2; DR1; EHMT1; EHMT2; FBLN5; GABPA; GATAD2A; GATAD2B; H1-2; H1-3; H1-4; H1-5; HCFC1; HDAC2; HDAC3; HMG20A; HMGB1; HMGB2; IRF2BP1; IRF2BP2; KDM1A; KHDRBS1; MACROH2A1; MACROH2A2; MAZ; MBD1; MBD3; MECP2; MED1; MED25; MEN1; MEPCE; MTA1; MTA2; NACC1; NCOA5; NCOR1; NCOR2; NELFE; NFIB; NFIX; NIPBL; NR2C2; NSD2; PARP1; PHF21A; PPM1A; PSMD10; PURB; RB1; RBBP4; RBM10; RNF2; RTF1; SARNP; SCAF4; SFPQ; SGF29; SIN3A; SIN3B; SIRT1; SMAD4; SMARCA4; SNW1; SOX11; SPEN; SRC; SUDS3; SUPT5H; TBL1XR1; THAP11; TRIM28; TRIM33; TSG101; UHRF1; ZBTB14; ZBTB21; ZEB1; ZEB2; ZNF219; ZNF536; ZNF608,ATF7IP; BPTF; CBX2; CBX5; CBX8; CDK6; CGGBP1; CHD3; CHD4; CNOT2; CTBP1; CTBP2; CUL3; CXXC5; DACH1; DCAF1; DDX5; DMAP1; DNAJC17; DNMT1; DNMT3A; DPF2; DR1; EHMT1; EHMT2; FBLN5; GABPA; GATAD2A; GATAD2B; H1-2; H1-3; H1-4; H1-5; HCFC1; HDAC2; HDAC3; HMG20A; HMGB1; HMGB2; IRF2BP1; IRF2BP2; KDM1A; KHDRBS1; MACROH2A1; MACROH2A2; MAZ; MBD1; MBD3; MECP2; MED1; MED25; MEN1; MEPCE; MTA1; MTA2; NACC1; NCOA5; NCOR1; NCOR2; NELFE; NFIB; NFIX; NIPBL; NR2C2; NSD2; PARP1; PHF21A; PPM1A; PSMD10; PURB; RB1; RBBP4; RBM10; RNF2; RTF1; SARNP; SCAF4; SFPQ; SGF29; SIN3A; SIN3B; SIRT1; SMAD4; SMARCA4; SNW1; SOX11; SPEN; SRC; SUDS3; SUPT5H; TBL1XR1; THAP11; TRIM28; TRIM33; TSG101; UHRF1; ZBTB14; ZBTB21; ZEB1; ZEB2; ZNF219; ZNF536; ZNF608
ATRT_vs_MB,GO_BP,DOWN,GO:0006259,DNA metabolic process,133/701,400/5510,133,5.177438431794369e-29,2.3039601021484942e-26,2.07642530790911e-26,133,,ACTL6B; AKT1; APEX1; ARID1A; ARID1B; ARID2; ATRX; BAZ1A; BOD1L1; BRD8; CBX8; CDC5L; CDK2AP1; CDKN1B; CHD4; CSNK1E; DACH1; DCAF1; DCTPP1; DEK; DMAP1; DPF2; DTD1; DUT; EHMT2; ELOF1; EP400; ERCC4; FEN1; FMR1; FUS; H1-10; H1-2; H1-3; H1-4; H1-5; HLTF; HMCES; HMGB1; HMGB2; HMGB3; HMGN1; HNRNPA1; HNRNPA2B1; HNRNPAB; HNRNPD; HPF1; HTATSF1; INO80C; KAT7; KDM1A; KIF22; LIG1; LIG3; LRWD1; MACROH2A1; MAPK8; MCM2; MCM4; MCM5; MCM6; MCM7; MCRS1; MDC1; MEN1; MLH1; MRGBP; MTA1; NASP; NFIA; NFIB; NFIX; NHP2; NIPBL; NONO; NSD2; NSMCE4A; NUCKS1; NUDT1; PARP1; PAXIP1; PBRM1; PMS2; POGZ; PPP1R10; RAD21; RAD23A; RAD23B; RBBP4; RNASEH2A; RNASEH2B; SENP3; SETMAR; SFPQ; SGF29; SIN3A; SIRT1; SMARCA4; SMARCA5; SMARCB1; SMARCC1; SMARCC2; SMARCD1; SMARCE1; SMC1A; SMC3; SMPD3; SMUG1; SRC; TAF5; TAF6; TERF2; TERF2IP; TONSL; TOP2A; TOP2B; TP53BP1; TRIM28; TRRAP; TTC5; UBE2N; UBE2T; UBQLN4; UHRF1; USP22; WAPL; WDR48; WIZ; XRCC1; XRCC5; XRCC6; YEATS4; YLPM1,ACTL6B; AKT1; APEX1; ARID1A; ARID1B; ARID2; ATRX; BAZ1A; BOD1L1; BRD8; CBX8; CDC5L; CDK2AP1; CDKN1B; CHD4; CSNK1E; DACH1; DCAF1; DCTPP1; DEK; DMAP1; DPF2; DTD1; DUT; EHMT2; ELOF1; EP400; ERCC4; FEN1; FMR1; FUS; H1-10; H1-2; H1-3; H1-4; H1-5; HLTF; HMCES; HMGB1; HMGB2; HMGB3; HMGN1; HNRNPA1; HNRNPA2B1; HNRNPAB; HNRNPD; HPF1; HTATSF1; INO80C; KAT7; KDM1A; KIF22; LIG1; LIG3; LRWD1; MACROH2A1; MAPK8; MCM2; MCM4; MCM5; MCM6; MCM7; MCRS1; MDC1; MEN1; MLH1; MRGBP; MTA1; NASP; NFIA; NFIB; NFIX; NHP2; NIPBL; NONO; NSD2; NSMCE4A; NUCKS1; NUDT1; PARP1; PAXIP1; PBRM1; PMS2; POGZ; PPP1R10; RAD21; RAD23A; RAD23B; RBBP4; RNASEH2A; RNASEH2B; SENP3; SETMAR; SFPQ; SGF29; SIN3A; SIRT1; SMARCA4; SMARCA5; SMARCB1; SMARCC1; SMARCC2; SMARCD1; SMARCE1; SMC1A; SMC3; SMPD3; SMUG1; SRC; TAF5; TAF6; TERF2; TERF2IP; TONSL; TOP2A; TOP2B; TP53BP1; TRIM28; TRRAP; TTC5; UBE2N; UBE2T; UBQLN4; UHRF1; USP22; WAPL; WDR48; WIZ; XRCC1; XRCC5; XRCC6; YEATS4; YLPM1
