category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Contrast,Regulation,Database
Cellular Processes,Cell motility,hsa04814,Motor proteins,29/577,81/3259,0.35802469135802467,2.0221879881036435,4.320464052129962,6.318994813494167e-5,9.105097072171141e-4,5.593368614815412e-4,1783/4646/830/84516/347733/23303/89953/3796/1639/11258/51164/7280/9371/10671/10120/22920/399687/140465/83658/6990/7277/10540/79861/10382/10381/79784/547/4644/7168,29,ATRT_vs_Glial,Down,KEGG
Organismal Systems,Nervous system,hsa04730,Long-term depression,16/577,34/3259,0.47058823529411764,2.6579671730043835,4.50696915988985,7.151802542138722e-5,9.857049590686847e-4,6.055301923549948e-4,2775/2776/5594/5578/5595/2771/2767/10672/5516/3709/2983/3845/2773/2768/2890/23236,16,ATRT_vs_Glial,Down,KEGG
Organismal Systems,Digestive system,hsa04971,Gastric acid secretion,15/577,31/3259,0.4838709677419355,2.7329904399843463,4.496186431108742,8.084877393884608e-5,0.0010321122191971849,6.340387200779652e-4,495/2776/5578/2771/818/817/5567/3709/482/477/476/481/2773/23236/3766,15,ATRT_vs_Glial,Down,KEGG
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,23/577,59/3259,0.3898305084745763,2.2018329759421906,4.3204520794778345,8.139686271271174e-5,0.0010321122191971849,6.340387200779652e-4,5594/5578/5595/5295/5567/5333/7249/3685/2475/5213/482/208/1499/5290/477/3845/207/476/481/6009/5335/113026/23236,23,ATRT_vs_Glial,Down,KEGG
Environmental Information Processing,Signal transduction,hsa04371,Apelin signaling pathway,22/577,56/3259,0.39285714285714285,2.218927952463481,4.267049101591354,1.0142879970656245e-4,0.0012366511348838574,7.59689390514739e-4,55970/2776/5594/5595/59345/2771/10672/2783/84557/5567/2782/2475/3709/208/3845/207/2773/5565/5289/22800/23236/22808,22,ATRT_vs_Glial,Down,KEGG
Organismal Systems,Excretory system,hsa04960,Aldosterone-regulated sodium reabsorption,11/577,20/3259,0.55,3.1064991334488736,4.382327886648342,1.7498179005757055e-4,0.0020544158314166616,0.0012620518971013862,5594/5578/5595/5295/482/5290/477/3845/476/481/9351,11,ATRT_vs_Glial,Down,KEGG
Cellular Processes,Cellular community - eukaryotes,hsa04540,Gap junction,19/577,47/3259,0.40425531914893614,2.2833069065968505,4.109847924121583,1.9347470135268834e-4,0.002190410011742936,0.0013455947274529077,2776/5594/5578/5595/2771/2767/5567/7082/347733/3709/7280/2983/3845/2773/7277/79861/10382/10381/23236,19,ATRT_vs_Glial,Down,KEGG
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagocytosis,23/577,63/3259,0.36507936507936506,2.06203405683475,3.9476568349513483,2.604062730449435e-4,0.0028465099501809345,0.001748644664730111,5594/23396/5578/5595/4082/81873/5879/10552/5295/1399/65108/1073/208/5290/1785/3636/274/207/85477/10163/5335/8613/55616,23,ATRT_vs_Glial,Down,KEGG
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,17/577,41/3259,0.4146341463414634,2.341928393287399,4.01016562881748,2.926866797406862e-4,0.003092722582593251,0.0018998959912991914,534/1785/6812/26052/6507/6506/160/1173/529/523/526/51382/4905/163/1175/51606/6844,17,ATRT_vs_Glial,Down,KEGG
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,26/577,76/3259,0.34210526315789475,1.9322721882696343,3.813864551260185,3.507562644760719e-4,0.0035867656722230576,0.002203392493313185,55970/2776/5594/57580/5595/59345/2771/2783/5879/5295/5567/1399/2782/208/5290/3845/5906/207/6777/5335/2773/5881/5829/7074/156/23236,26,ATRT_vs_Glial,Down,KEGG
Organismal Systems,Endocrine system,hsa04935,"Growth hormone synthesis, secretion and action",20/577,53/3259,0.37735849056603776,2.1313887708054025,3.8512534430599827,3.9492200568938036e-4,0.003912196118860424,0.0024033082583070843,2776/5594/5578/5595/2771/2767/5295/5567/1399/2475/3709/208/5290/3845/207/8660/6777/5335/2773/23236,20,ATRT_vs_Glial,Down,KEGG
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,24/577,69/3259,0.34782608695652173,1.9645844322206314,3.755809118906841,4.4572276890745194e-4,0.004281639931626129,0.0026302619536803383,2776/5594/5578/5595/2771/10672/5879/5516/5295/5520/5728/208/5290/3845/207/5529/5526/2773/4217/427/2768/5881/23236/10715,24,ATRT_vs_Glial,Down,KEGG
Metabolism,Lipid metabolism,hsa00590,Arachidonic acid metabolism,11/577,22/3259,0.5,2.8240901213171576,3.981258178850996,5.211505895837463e-4,0.004728446834408369,0.0029047407085025677,145482/873/5730/284273/2687/2879/127281/113612/4048/8644/1573,11,ATRT_vs_Glial,Down,KEGG
Organismal Systems,Digestive system,hsa04970,Salivary secretion,14/577,32/3259,0.4375,2.471078856152513,3.8783367872162593,5.220682624741101e-4,0.004728446834408369,0.0029047407085025677,2776/5578/493/5567/1471/3709/2983/490/482/477/476/481/6844/23236,14,ATRT_vs_Glial,Down,KEGG
Organismal Systems,Nervous system,hsa04720,Long-term potentiation,15/577,36/3259,0.4166666666666667,2.353408434430965,3.7869017367390247,6.243408885479003e-4,0.005349082747829309,0.0032860046765678962,2776/5594/5578/5595/818/5530/817/5567/3709/3845/5906/5534/6196/2890/23236,15,ATRT_vs_Glial,Down,KEGG
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,15/577,36/3259,0.4166666666666667,2.353408434430965,3.7869017367390247,6.243408885479003e-4,0.005349082747829309,0.0032860046765678962,2776/5578/2767/818/493/817/5567/3709/490/482/477/476/481/23236/183,15,ATRT_vs_Glial,Down,KEGG
