category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Contrast,Regulation,Database
Metabolism,Amino acid metabolism,hsa00280,"Valine, leucine and isoleucine degradation",12/256,39/3259,0.3076923076923077,3.917067307692308,5.3501834579741185,2.4466427544481747e-5,0.00699739827772178,0.005949205013447667,26275/3032/18/3030/3712/30/217/223/3155/56922/11112/4329,12,MB_vs_EPN_like,Down,KEGG
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,18/256,91/3259,0.1978021978021978,2.5181146978021975,4.28795827997998,1.7887166340608404e-4,0.02557864786707002,0.02174702855095022,29968/26275/8801/26227/2746/3418/80201/5091/5723/5315/5214/230/50/2653/4329/3421/84532/2731,18,MB_vs_EPN_like,Down,KEGG
