"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Cell motility","hsa04814","Motor proteins","17/349","82/3535",0.207317073170732,2.09990215948005,3.33492285499444,0.00216219048033094,0.0163090939087819,0.011770119607215,"89953/23046/3800/64837/3831/3832/10121/55860/10540/10381/140735/347733/7846/1780/51164/1639/11258",17
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","11/349","43/3535",0.255813953488372,2.59112414206704,3.47395569936027,0.00233372447764533,0.0171139795027324,0.0123509979664855,"2786/10243/2770/2571/5567/5566/2773/2561/10991/2782/6714",11
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","16/349","76/3535",0.210526315789474,2.132408384859,3.30261304418901,0.00245551771787015,0.0175204507437221,0.0126443444362588,"5925/10000/1385/6777/3845/2770/5567/5566/4893/2773/408/2778/207/10728/6714/5894",16
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","15/349","70/3535",0.214285714285714,2.17048710601719,3.27330998118848,0.00277389865480392,0.0192712959175851,0.0139079129229781,"10000/3066/9440/8841/5332/10025/3845/5567/5566/4893/207/2932/478/6714/5894",15
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","10/349","38/3535",0.263157894736842,2.66551048107374,3.41597318242969,0.00292236344751178,0.0197821525677721,0.014276593360314,"56916/10000/3845/4893/4089/207/2932/6300/1857/5894",10
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","14/349","64/3535",0.21875,2.21570558739255,3.24798633359349,0.00311282608661888,0.0205446521716846,0.0148268821494215,"2786/5332/2770/5567/2776/5566/5530/5534/6511/2773/2778/10991/2782/2914",14
"Organismal Systems","Endocrine system","hsa04929","GnRH secretion","9/349","33/3535",0.272727272727273,2.76243813493097,3.3661687256102,0.0036184942336701,0.0232995726265587,0.0168150823182102,"10000/2767/5332/3845/2776/4893/408/207/5894",9
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","16/349","79/3535",0.20253164556962,2.05143085125676,3.12773892578338,0.00371085793150786,0.0233253927123351,0.0168337164311509,"10000/4209/2767/1910/1385/5332/2770/490/10672/2776/5530/5534/2773/207/478/5894",16
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","19/349","101/3535",0.188118811881188,1.9054441260745,3.05523976201638,0.00391861768329376,0.0240584899625477,0.0173627858182661,"10014/5925/4792/3066/7337/1385/6777/8841/3845/5567/7532/5423/2959/5566/4893/7529/6714/10013/7187",19
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","11/349","46/3535",0.239130434782609,2.42213778497571,3.21287039569278,0.00413004998282226,0.0247802998969335,0.0178837092557614,"3991/2767/1385/5332/490/5567/2776/5566/2778/478/747",11
"Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","9/349","34/3535",0.264705882352941,2.68118995449183,3.25974246263601,0.00450325820680624,0.0264191148132633,0.0190664265598112,"10000/6777/3845/4893/207/2932/6714/6300/5894",9
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","15/349","76/3535",0.197368421052632,1.99913286080531,2.91392157025079,0.0063040880959818,0.0361799838551999,0.0261107538986889,"10000/55844/5332/5515/3845/2770/10672/2776/4893/2773/5518/207/6300/5526/5894",15
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","19/349","106/3535",0.179245283018868,1.81556468616532,2.82130931678159,0.00677061250310416,0.0380306744855212,0.0274463799117996,"2874/5925/10000/4792/8295/64784/1385/6777/4801/3845/5567/5423/5566/5530/5534/4893/4089/207/23373",19
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","21/349","122/3535",0.172131147540984,1.74350603598102,2.76579107032377,0.00730644170994961,0.0401854294047229,0.0290014462609842,"10000/5494/4149/9254/781/23162/3845/9252/5567/8491/5566/4137/5530/5534/4893/408/207/1399/6300/5062/5894",21
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","9/349","37/3535",0.243243243243243,2.46379617439789,2.96206556667387,0.00818969178481643,0.0441240536977865,0.0318439143512733,"10000/3066/23411/3845/5567/5566/4893/57521/207",9
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","11/349","51/3535",0.215686274509804,2.1846732962526,2.82012081686478,0.00940934350025692,0.0496813336813565,0.0358545510220316,"2767/5332/3845/5567/2776/5566/4893/2778/6714/6300/5894",11
