Gene,adj.P.Val_ANOVA,Max_Delta_Log2,logFC,adj.P.Val
NHLRC2,6.363403982557667e-62,1.0821607997620326,1.0821607997620326,0.007151885472535164
TXNDC5,1.774123794926309e-55,2.5417518049220647,-1.7690592685553703,0.007183029333827585
TM9SF2,6.186311184558502e-62,1.1372756288361145,-1.0708355292117524,0.007223333762354892
EBP,3.881396072507702e-62,1.4082278092521854,-1.0747810576592727,0.007279142939081838
CASK,2.5403642268097028e-58,1.403042967447906,1.403042967447906,0.007355764294362175
AKR7A2,6.269546848534135e-63,1.299190158100071,1.1523035904882164,0.007403833879811951
MTHFD1L,2.52812833317523e-58,1.3113475301619033,-1.3113475301619033,0.007427829622936595
CMPK1,3.3205924889043094e-64,1.0094264757719493,1.0094264757719493,0.007547118835077872
ATP1B1,1.6777494959059624e-45,4.850291033937211,3.248733024757744,0.007595926329509255
CTNND2,3.192272939374685e-48,2.518649257196582,2.518649257196582,0.007595926329509255
GFM2,4.108434925014083e-56,1.2995355552935806,-1.2995355552935806,0.007595926329509255
TBL2,2.838125572888282e-61,1.267324563822104,-1.0970731063853023,0.007691526572177016
CYRIB,1.7515738137907645e-63,1.3236490490005508,1.0312299487654677,0.007691526572177016
AK3,1.2203066621467873e-60,1.2529870961495213,1.2529870961495213,0.007697517377184269
ITPK1,4.7306086024493805e-61,1.1384933431944475,1.1384933431944475,0.007697517377184269
FXR1,1.2841683435926637e-60,1.1424518236809433,-1.1424518236809433,0.007721773850143235
EMP3,1.603004324571594e-59,1.2532092634083831,1.2532092634083831,0.007756423691255126
FCSK,8.049603574287115e-57,1.8782054356724132,1.4578092630868653,0.007799090936851775
NHERF2,9.893758887828014e-52,1.953149257576559,1.953149257576559,0.0078069513028661604
RASSF2,5.537394625227774e-58,1.3439448771650326,1.3439448771650326,0.007882844875205661
WDFY2,1.158175162339936e-59,1.0644145265689708,1.0644145265689708,0.007893942551956022
CCDC91,4.495065767112014e-58,1.2531035167452629,1.2531035167452629,0.007914785767267247
PUS7,1.2360901545403672e-60,1.7623090639585648,-1.1036192019386384,0.007954984716822062
GBP1,2.750041545067022e-53,2.3168124228463647,1.8749495615439855,0.008159883337562956
PDXP,6.921651813125996e-54,3.311365119816152,1.8706097898157275,0.008186184311560672
PHF6,8.744968339467308e-62,1.8132578853421997,-1.0130381098035492,0.008356846135220178
VAMP5,3.5206416677654314e-54,1.6832358471768316,1.6832358471768316,0.008384764940156619
WDR45,1.952746580818132e-61,1.0277739221740276,1.0277739221740276,0.008385240892745597
P4HB,4.005664844622716e-62,1.5819853958265924,-1.182108453611697,0.008413975951129462
PPP3R1,2.3725430280607028e-52,1.9154864331208898,1.9154864331208898,0.008457481730559047
CRYZL1,1.3474523429718634e-61,1.0881116300783304,1.0881116300783304,0.008538598361246376
RHEB,2.4967659515324537e-58,1.4220260298950507,1.4220260298950507,0.008546662053233416
RPS26,6.100716064987835e-63,1.1463750375303086,-1.1463750375303086,0.008559613376993465
ALG6,2.1659492709790286e-59,1.416826269266469,-1.209500687738064,0.008574874880954363
COTL1,1.7724109086034525e-56,1.6813009833144434,1.6813009833144434,0.008598361005152034
BCAT1,1.8406130357904606e-49,2.414718188747049,2.414718188747049,0.008598621287573431
SLC2A10,3.991662775460925e-57,1.3260380572891641,-1.2443318037044762,0.008602938788184956
ERI1,7.180536502598398e-56,1.393279234543094,-1.393279234543094,0.00865348767869552
CAPNS1,3.6901487521311334e-60,1.275437713222118,1.275437713222118,0.008655377484846204
PLTP,9.824591727912026e-54,3.056153533850683,-1.8269540661853227,0.008707176170765558
MTMR10,6.089371932996965e-58,1.3188890736258898,1.3188890736258898,0.008777304424626091
ATL1,7.405734241232498e-54,1.7622513435005978,1.7622513435005978,0.008802820121177926
PHPT1,1.733451946084358e-62,1.2384078185712113,1.124457959273581,0.008833888984443022
STK39,1.104586770053334e-57,1.3833588468451516,1.3833588468451516,0.008880074881330285
CBR4,1.9770056642382417e-59,1.6128460619693996,1.2181935208333705,0.008880074881330285
WASF2,8.718258609809541e-62,1.8683090463462015,1.1112498429902047,0.008891981699557426
AP2M1,9.832254033956699e-62,1.1709509871323185,1.1709509871323185,0.008956318624617642
ABCB10,1.1791950814679402e-56,1.3285721116103524,-1.3285721116103524,0.009089039321648512
MIPEP,3.393998908431245e-58,1.2657646894986954,-1.2657646894986954,0.009089039321648512
DNTTIP2,1.0878824954396903e-60,1.5920143907520554,-1.031804576506623,0.009089039321648512
CIRBP,3.297919104857685e-62,2.131258531073989,1.1515896875391043,0.009123799649402024
PPP1R9B,1.0634154160428781e-56,1.615182860934965,1.3989281695340097,0.009149394056376851
ATP6V1E1,5.080642603103789e-59,1.514656343784825,1.4060397833679446,0.00917563036319381
COL11A1,2.033956700816024e-51,2.2183439554752624,-2.0394084098325713,0.00920067703430505
DDX27,1.8090140914151434e-58,1.6418485709923516,-1.238921310849527,0.00920067703430505
STX4,6.298622696712644e-62,1.5316708092169122,1.05227634287602,0.00922814573046798
PRDX6,5.8019075467813e-56,1.8721779557458156,1.8721779557458156,0.009273623961870493
ADPGK,1.1828280369870198e-58,1.2636346684584474,-1.2515176099274292,0.00941983149398329
TIA1,1.6869672020025288e-60,1.9017375121001372,-1.1386012701695307,0.009453450821089187
PPP2R5E,3.798502455836657e-62,1.5810532818374163,1.0391458056052585,0.009453450821089187
CKB,2.254650698396302e-50,3.110777265935635,2.6152139142161843,0.009464649404989872
PLCG1,1.4122342390620747e-60,1.553856748165252,1.146008230211983,0.00954432441362368
ETFRF1,9.834235803446706e-59,1.1805578082056343,1.1805578082056343,0.009616939461530371
PLPP3,1.9789925676393074e-57,1.4657952471803526,1.45152888205984,0.009647572399490175
GPX4,8.80655003039817e-62,1.1358048966184562,1.1358048966184562,0.009653993080845552
JAM2,2.084853310300995e-54,1.7893619020208185,1.7893619020208185,0.009675874512804567
VIM,4.343784261413282e-57,2.263455193841139,1.7743220990878825,0.009690839438192945
PSMD10,7.613258525457614e-59,1.2614486900865955,1.2556536157206182,0.009758498956534635
MTSS2,1.382132765891744e-54,2.41352959693063,1.6506964382775173,0.0098798932103375
