ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-73886,Chromosome Maintenance,27/564,140/11230,0.19285714285714287,3.840045592705167,7.775581182256895,1.2088708307561061e-9,2.6847006366375188e-08,2.0731074334457788e-8,SMARCA5/LIG1/FEN1/ATRX/POLR2G/CENPC/RBBP4/TERF2/RSF1/NHP2/TERF2IP/DKC1/NPM1/POLA1/PCNA/CDK2/RFC4/RFC2/RFC5/RFC3/PRIM2/POLR2H/NOP10/GAR1/POLR2A/H4C1/H3-3A,27
R-HSA-3700989,Transcriptional Regulation by TP53,46/564,348/11230,0.13218390804597702,2.6319597293551804,7.111381903062488,1.3832053760785616e-9,3.009177409999483e-8,2.3236661742071648e-8,SUPT5H/MTA2/BRD1/MBD3/GTF2F2/MLH1/TAF6/PMS2/PCBP4/POLR2G/RBBP4/CHD3/MDC1/CHD4/TAF5/GATAD2B/HDAC2/EHMT2/EHMT1/NPM1/PCNA/TBP/CDK2/RFC4/RFC2/RFC5/RFC3/MSH2/CDK7/POLR2H/YWHAG/SUPT4H1/SSRP1/ELOA/CREBBP/PRMT1/CNOT7/NOC2L/SUPT16H/NELFE/ERCC3/POLR2A/GTF2F1/GATAD2A/NELFA/CTDP1,46
R-HSA-73933,Resolution of Abasic Sites (AP sites),14/564,38/11230,0.3684210526315789,7.335759611795447,8.995927400623835,1.7513809093591858e-9,3.733944098753784e-8,2.883326044460807e-8,PARP1/LIG1/XRCC1/APEX1/FEN1/LIG3/PCNA/RFC4/RFC2/RFC5/RFC3/NTHL1/PARP2/SMUG1,14
R-HSA-180786,Extension of Telomeres,16/564,51/11230,0.3137254901960784,6.246697260464469,8.635329604066614,1.8494114980758488e-9,3.8656326606840294e-8,2.985015049525931e-8,LIG1/FEN1/TERF2/NHP2/TERF2IP/DKC1/POLA1/PCNA/CDK2/RFC4/RFC2/RFC5/RFC3/PRIM2/NOP10/GAR1,16
R-HSA-162599,Late Phase of HIV Life Cycle,26/564,135/11230,0.1925925925925926,3.8347780404517993,7.619589840135616,2.5361734225510166e-9,5.046687419576519e-8,3.8970174406130514e-8,SUPT5H/RNMT/GTF2F2/NUP62/TAF6/NCBP2/POLR2G/NCBP1/TAF5/RNGTT/RCC1/TBP/CDK7/POLR2H/SUPT4H1/GTF2B/SSRP1/ELOA/SUPT16H/NELFE/ERCC3/POLR2A/GTF2F1/RANBP1/NELFA/CTDP1,26
R-HSA-167287,HIV elongation arrest and recovery,13/564,33/11230,0.3939393939393939,7.843864173651408,9.05350646026476,2.556483308228255e-9,5.046687419576519e-8,3.8970174406130514e-8,SUPT5H/GTF2F2/POLR2G/POLR2H/SUPT4H1/SSRP1/ELOA/SUPT16H/NELFE/POLR2A/GTF2F1/NELFA/CTDP1,13
R-HSA-167290,Pausing and recovery of HIV elongation,13/564,33/11230,0.3939393939393939,7.843864173651408,9.05350646026476,2.556483308228255e-9,5.046687419576519e-8,3.8970174406130514e-8,SUPT5H/GTF2F2/POLR2G/POLR2H/SUPT4H1/SSRP1/ELOA/SUPT16H/NELFE/POLR2A/GTF2F1/NELFA/CTDP1,13
R-HSA-72086,mRNA Capping,12/564,29/11230,0.41379310344827586,8.239178283198825,8.975717514669595,5.42869871646239e-9,1.0521805148634378e-7,8.124865830188688e-8,SUPT5H/RNMT/GTF2F2/NCBP2/POLR2G/NCBP1/RNGTT/CDK7/POLR2H/ERCC3/POLR2A/GTF2F1,12
R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,14/564,41/11230,0.34146341463414637,6.798996713371389,8.553787506180896,5.548840544032847e-9,1.0562614321319668e-7,8.156378393672342e-8,MEN1/HCFC1/KMT2A/RBBP5/PAXIP1/BOD1L1/MCRS1/WDR82/ASH2L/SETD1A/PSIP1/DR1/SGF29/AKAP8L,14
R-HSA-5250913,Positive epigenetic regulation of rRNA expression,22/564,105/11230,0.20952380952380953,4.1719013846673425,7.508853297087161,8.507133093650946e-9,1.590983136461738e-7,1.2285462750203213e-7,SMARCA5/MTA2/MBD3/DEK/RBBP4/CHD3/CBX3/CHD4/GATAD2B/HDAC2/EHMT2/BAZ1B/POLR1G/TBP/POLR2H/MYBBP1A/POLR1B/DDX21/H4C1/H3-3A/MTA1/GATAD2A,22
R-HSA-9845323,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),21/564,97/11230,0.21649484536082475,4.310704101776706,7.530250658052394,1.0037443087297439e-8,1.8448128156998396e-7,1.4245518138414875e-7,MTA2/MBD3/SMARCA4/RBBP4/SMARCB1/CHD3/CHD4/ARID1B/GATAD2B/HDAC2/SMARCC1/SMARCE1/SMARCD1/DNMT3A/ARID1A/H4C1/H3-3A/MTA1/GATAD2A/SMARCC2/DPF2,21
R-HSA-72165,mRNA Splicing - Minor Pathway,15/564,50/11230,0.3,5.973404255319149,8.104517516300694,1.1904015943377267e-8,2.1507933890915537e-7,1.660827915739701e-7,GTF2F2/NCBP2/POLR2G/SRSF1/NCBP1/POLR2H/SNRNP200/PRPF6/POLR2A/GTF2F1/SNRPE/SRSF2/SRSF7/DDX42/DDX23,15
