#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PIK3CA	RRAS2	9606.ENSP00000263967	9606.ENSP00000256196	0	0	0	0	0.076	0.954	0.650	0	0.983
PIK3CA	PIP4K2C	9606.ENSP00000263967	9606.ENSP00000347032	0	0	0	0	0	0	0.906	0	0.906
PIK3CA	PREX1	9606.ENSP00000263967	9606.ENSP00000361009	0	0	0	0	0.074	0	0.900	0	0.903
PIK3CA	PIP4K2A	9606.ENSP00000263967	9606.ENSP00000365757	0	0	0	0	0	0	0.906	0	0.906
PIK3CA	PIP5K1C	9606.ENSP00000263967	9606.ENSP00000466363	0	0	0	0	0	0	0.913	0	0.913
PIK3CA	RAP1A	9606.ENSP00000263967	9606.ENSP00000358723	0	0	0	0	0.137	0.148	0.900	0	0.920
PIK3CA	PTPN11	9606.ENSP00000263967	9606.ENSP00000489597	0	0	0	0	0.118	0.661	0.900	0	0.967
PIK3CA	PIK3R1	9606.ENSP00000263967	9606.ENSP00000428056	0	0	0	0	0.156	0.997	0.967	0	0.999
PIK3R1	PIP4K2C	9606.ENSP00000428056	9606.ENSP00000347032	0	0	0	0	0.042	0	0.906	0	0.906
PIK3R1	RAP1A	9606.ENSP00000428056	9606.ENSP00000358723	0	0	0	0	0.050	0.054	0.900	0	0.902
PIK3R1	PREX1	9606.ENSP00000428056	9606.ENSP00000361009	0	0	0	0	0.062	0	0.900	0	0.902
PIK3R1	PIP4K2A	9606.ENSP00000428056	9606.ENSP00000365757	0	0	0	0	0.057	0	0.906	0	0.908
PIK3R1	PIP5K1C	9606.ENSP00000428056	9606.ENSP00000466363	0	0	0	0	0.060	0	0.913	0	0.915
PIK3R1	PTPN11	9606.ENSP00000428056	9606.ENSP00000489597	0	0	0	0	0.048	0.880	0.900	0	0.987
PIP4K2A	SCIN	9606.ENSP00000365757	9606.ENSP00000297029	0	0	0	0	0	0	0.900	0	0.900
PIP4K2A	PIP4K2C	9606.ENSP00000365757	9606.ENSP00000347032	0	0	0	0.965	0.042	0.737	0.900	0	0.972
PIP4K2A	PIP5K1C	9606.ENSP00000365757	9606.ENSP00000466363	0	0	0	0.719	0	0	0.900	0	0.900
PIP4K2A	SYNJ1	9606.ENSP00000365757	9606.ENSP00000409667	0	0	0	0	0	0.068	0.900	0	0.902
PIP4K2C	SCIN	9606.ENSP00000347032	9606.ENSP00000297029	0	0	0	0	0	0	0.900	0	0.900
PIP4K2C	PIP5K1C	9606.ENSP00000347032	9606.ENSP00000466363	0	0	0	0.729	0.056	0	0.900	0	0.901
PIP4K2C	SYNJ1	9606.ENSP00000347032	9606.ENSP00000409667	0	0	0	0	0.049	0.068	0.900	0	0.903
PIP5K1C	SCIN	9606.ENSP00000466363	9606.ENSP00000297029	0	0	0	0	0	0	0.900	0	0.900
PIP5K1C	SYNJ1	9606.ENSP00000466363	9606.ENSP00000409667	0	0	0	0	0.082	0.068	0.900	0	0.906
PLCB1	PRKCA	9606.ENSP00000338185	9606.ENSP00000408695	0	0	0	0	0.070	0	0.900	0	0.903
PLCD1	PRKCA	9606.ENSP00000430344	9606.ENSP00000408695	0	0	0	0	0.056	0	0.900	0	0.901
PLCD1	PLCD3	9606.ENSP00000430344	9606.ENSP00000479636	0	0	0	0.939	0.067	0	0.900	0	0.902
PLCD3	PRKCA	9606.ENSP00000479636	9606.ENSP00000408695	0	0	0	0	0.058	0	0.900	0	0.901
PLPP3	PLPP4	9606.ENSP00000360296	9606.ENSP00000381302	0	0	0	0.610	0	0	0.900	0	0.900
PPP2CB	PRKCA	9606.ENSP00000221138	9606.ENSP00000408695	0	0	0	0	0.049	0.071	0.900	0	0.903
PPP2CB	PPP2R2A	9606.ENSP00000221138	9606.ENSP00000325074	0	0	0	0	0.180	0.998	0.900	0	0.999
PRKCA	RRAS2	9606.ENSP00000408695	9606.ENSP00000256196	0	0	0	0	0.060	0	0.900	0	0.902
PRKCA	SLC9A3R1	9606.ENSP00000408695	9606.ENSP00000262613	0	0	0	0	0.055	0.341	0.900	0	0.932
PSMB10	PSMB8	9606.ENSP00000351314	9606.ENSP00000364016	0	0	0	0.670	0.753	0.999	0.720	0	0.999
PSMB10	PSMB9	9606.ENSP00000351314	9606.ENSP00000363993	0	0	0	0.748	0.893	0.988	0.720	0	0.999
PSMB8	PSMB9	9606.ENSP00000364016	9606.ENSP00000363993	0	0	0	0.757	0.999	0.999	0.720	0	0.999
PTPN11	SIRPA	9606.ENSP00000489597	9606.ENSP00000478763	0	0	0	0	0.049	0.816	0.500	0	0.905
PYGB	PYGL	9606.ENSP00000216962	9606.ENSP00000216392	0	0	0	0.982	0.067	0.837	0.900	0	0.983
RAB5A	RAB7A	9606.ENSP00000273047	9606.ENSP00000265062	0	0	0	0.845	0.232	0.687	0.750	0	0.934
RAB5A	RAB5B	9606.ENSP00000273047	9606.ENSP00000353444	0	0	0	0.980	0.062	0.994	0.900	0	0.999
RAB7A	TBC1D17	9606.ENSP00000265062	9606.ENSP00000221543	0	0	0	0	0	0.062	0.900	0	0.902
RDX	SLC9A3R1	9606.ENSP00000496414	9606.ENSP00000262613	0	0	0	0	0.042	0.910	0.900	0	0.990
RDX	SLC9A3R2	9606.ENSP00000496414	9606.ENSP00000408005	0	0	0	0	0.083	0.918	0	0	0.921
RRAGA	RRAGC	9606.ENSP00000369899	9606.ENSP00000362092	0	0	0	0.626	0.067	0.999	0.900	0	0.999
S100A1	S100B	9606.ENSP00000292169	9606.ENSP00000291700	0	0	0	0.945	0.115	0.892	0	0	0.900
SEPTIN2	SEPTIN4	9606.ENSP00000479861	9606.ENSP00000354874	0	0	0	0	0	0.793	0.900	0	0.978
SEPTIN2	SEPTIN8	9606.ENSP00000479861	9606.ENSP00000367991	0	0	0	0.862	0.106	0.991	0.540	0	0.996
SEPTIN2	SEPTIN7	9606.ENSP00000479861	9606.ENSP00000413507	0	0	0	0.912	0.640	0.923	0.900	0	0.997
SEPTIN4	SEPTIN7	9606.ENSP00000354874	9606.ENSP00000413507	0	0	0	0	0	0.791	0.900	0	0.978
SEPTIN7	SEPTIN8	9606.ENSP00000413507	9606.ENSP00000367991	0	0	0	0.885	0.101	0.914	0.540	0	0.961
SLC1A2	SLC1A3	9606.ENSP00000278379	9606.ENSP00000265113	0	0	0	0.935	0.140	0	0.900	0	0.910
SNX1	VPS26B	9606.ENSP00000261889	9606.ENSP00000281187	0	0	0	0	0.156	0.896	0.720	0	0.973
SNX1	SNX5	9606.ENSP00000261889	9606.ENSP00000366998	0	0	0	0.606	0.148	0.907	0.900	0	0.991
SNX12	SNX3	9606.ENSP00000481314	9606.ENSP00000230085	0	0	0	0.978	0.055	0.422	0.900	0	0.940
SPTAN1	SPTBN1	9606.ENSP00000487444	9606.ENSP00000349259	0	0	0	0.669	0.573	0.882	0.800	0	0.989
STX12	VAMP3	9606.ENSP00000363054	9606.ENSP00000054666	0	0	0	0	0.170	0.713	0.900	0	0.974
STX12	STX4	9606.ENSP00000363054	9606.ENSP00000317714	0	0	0	0.630	0.056	0.804	0.900	0	0.979
STX4	VAMP3	9606.ENSP00000317714	9606.ENSP00000054666	0	0	0	0	0.067	0.931	0.900	0	0.993
STX4	STXBP3	9606.ENSP00000317714	9606.ENSP00000359025	0	0	0	0	0.667	0.906	0.900	0	0.996
TAP1	TAPBP	9606.ENSP00000346206	9606.ENSP00000404833	0	0	0	0	0.297	0.826	0.900	0	0.986
TAP1	TAP2	9606.ENSP00000346206	9606.ENSP00000364032	0	0	0	0.853	0.780	0.986	0.900	0	0.999
TAP2	TAPBP	9606.ENSP00000364032	9606.ENSP00000404833	0	0	0	0	0.346	0.639	0.900	0	0.974
TJP1	TUBA4A	9606.ENSP00000348416	9606.ENSP00000248437	0	0	0	0	0	0	0.900	0	0.900
TK2	TYMP	9606.ENSP00000299697	9606.ENSP00000379038	0	0	0	0	0.044	0	0.913	0	0.913
TUBA4A	TUBB2A	9606.ENSP00000248437	9606.ENSP00000369703	0	0	0	0.914	0.313	0.772	0.650	0	0.940
TUBB2A	TUBB2B	9606.ENSP00000369703	9606.ENSP00000259818	0	0	0	0.987	0.256	0.859	0.400	0	0.931
WASHC4	WASHC5	9606.ENSP00000484713	9606.ENSP00000318016	0	0	0	0	0.430	0.835	0.900	0	0.989
