#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACTL6B	EP400	9606.ENSP00000160382	9606.ENSP00000374212	0	0	0	0	0	0.811	0.540	0	0.909
ACTL6B	TRRAP	9606.ENSP00000160382	9606.ENSP00000352925	0	0	0	0	0	0.795	0.540	0	0.901
ACTL6B	PBRM1	9606.ENSP00000160382	9606.ENSP00000386593	0	0	0	0	0.118	0.485	0.800	0	0.901
ACTL6B	DMAP1	9606.ENSP00000160382	9606.ENSP00000361363	0	0	0	0	0.093	0.859	0.540	0	0.936
ACTL6B	DPF2	9606.ENSP00000160382	9606.ENSP00000252268	0	0	0	0	0.129	0.783	0.540	0	0.905
ACTL6B	SMARCB1	9606.ENSP00000160382	9606.ENSP00000340883	0	0	0	0	0.161	0.659	0.720	0	0.912
ACTL6B	SMARCD1	9606.ENSP00000160382	9606.ENSP00000378414	0	0	0	0	0.115	0.769	0.800	0	0.955
ACTL6B	SMARCC2	9606.ENSP00000160382	9606.ENSP00000449396	0	0	0	0	0	0.684	0.720	0	0.907
ALYREF	DDX5	9606.ENSP00000421592	9606.ENSP00000225792	0	0	0	0	0.133	0.488	0.800	0	0.903
ALYREF	DDX39A	9606.ENSP00000421592	9606.ENSP00000242776	0	0	0	0	0.300	0.917	0.500	0	0.968
ALYREF	SRSF1	9606.ENSP00000421592	9606.ENSP00000258962	0	0	0	0	0.672	0.657	0.500	0	0.938
ALYREF	THOC1	9606.ENSP00000421592	9606.ENSP00000261600	0	0	0	0	0.081	0.831	0.900	0	0.983
ALYREF	THOC7	9606.ENSP00000421592	9606.ENSP00000295899	0	0	0	0	0.155	0.787	0.900	0	0.980
ALYREF	U2AF2	9606.ENSP00000421592	9606.ENSP00000307863	0	0	0	0	0.643	0.645	0.500	0	0.931
ALYREF	SRSF7	9606.ENSP00000421592	9606.ENSP00000325905	0	0	0	0	0.547	0.616	0.500	0	0.905
ALYREF	NCBP2	9606.ENSP00000421592	9606.ENSP00000326806	0	0	0	0	0.142	0.788	0.500	0	0.901
ALYREF	SARNP	9606.ENSP00000421592	9606.ENSP00000337632	0	0	0	0	0.359	0.332	0.900	0	0.953
ALYREF	CHTOP	9606.ENSP00000421592	9606.ENSP00000357679	0	0	0	0	0.594	0.292	0.900	0	0.968
ALYREF	NCBP1	9606.ENSP00000421592	9606.ENSP00000364289	0	0	0	0	0.140	0.829	0.500	0	0.920
ALYREF	THOC5	9606.ENSP00000421592	9606.ENSP00000420306	0	0	0	0	0.255	0.837	0.900	0	0.986
ALYREF	SRRT	9606.ENSP00000421592	9606.ENSP00000480421	0	0	0	0	0.519	0.616	0.800	0	0.959
ALYREF	NXF1	9606.ENSP00000421592	9606.ENSP00000436679	0	0	0	0	0.125	0.996	0.900	0	0.999
ANP32A	SET	9606.ENSP00000417864	9606.ENSP00000361777	0	0	0	0	0.237	0.628	0.800	0	0.938
ANP32E	BRD8	9606.ENSP00000463154	9606.ENSP00000254900	0	0	0	0	0.058	0.345	0.900	0	0.932
ANP32E	MCRS1	9606.ENSP00000463154	9606.ENSP00000349640	0	0	0	0	0	0	0.900	0	0.900
ANP32E	TRRAP	9606.ENSP00000463154	9606.ENSP00000352925	0	0	0	0	0.056	0.345	0.900	0	0.932
ANP32E	EP400	9606.ENSP00000463154	9606.ENSP00000374212	0	0	0	0	0.049	0.368	0.900	0	0.934
ANP32E	INO80C	9606.ENSP00000463154	9606.ENSP00000391457	0	0	0	0	0	0	0.900	0	0.900
APEX1	FEN1	9606.ENSP00000216714	9606.ENSP00000305480	0	0	0	0	0.406	0.310	0.800	0	0.911
AQR	NCBP1	9606.ENSP00000156471	9606.ENSP00000364289	0	0	0	0	0.920	0	0	0	0.920
AQR	RBM8A	9606.ENSP00000156471	9606.ENSP00000463058	0	0	0	0	0.067	0.937	0	0	0.938
AQR	SLU7	9606.ENSP00000156471	9606.ENSP00000297151	0	0	0	0	0.109	0.937	0	0	0.941
AQR	SNRNP200	9606.ENSP00000156471	9606.ENSP00000317123	0	0	0	0	0.259	0.989	0	0	0.992
AQR	ISY1	9606.ENSP00000156471	9606.ENSP00000273541	0	0	0	0	0.067	0.965	0.800	0	0.993
AQR	SNRPE	9606.ENSP00000156471	9606.ENSP00000400591	0	0	0	0	0.060	0.976	0.900	0	0.997
AQR	DHX8	9606.ENSP00000156471	9606.ENSP00000262415	0	0	0	0	0.467	0.964	0.900	0	0.997
AQR	SNW1	9606.ENSP00000156471	9606.ENSP00000451129	0	0	0	0	0.068	0.978	0.900	0	0.997
AQR	XAB2	9606.ENSP00000156471	9606.ENSP00000351137	0	0	0	0	0.139	0.997	0.900	0	0.999
AQR	RBM22	9606.ENSP00000156471	9606.ENSP00000199814	0	0	0	0	0.074	0.989	0.900	0	0.998
AQR	CDC5L	9606.ENSP00000156471	9606.ENSP00000360532	0	0	0	0	0.257	0.996	0.900	0	0.999
AQR	BCAS2	9606.ENSP00000156471	9606.ENSP00000358554	0	0	0	0	0.049	0.991	0.900	0	0.999
AQR	CRNKL1	9606.ENSP00000156471	9606.ENSP00000366557	0	0	0	0	0.149	0.979	0.900	0	0.998
ARHGEF2	TUBB3	9606.ENSP00000354837	9606.ENSP00000320295	0	0	0	0	0.050	0	0.900	0	0.900
ARHGEF2	TUBB	9606.ENSP00000354837	9606.ENSP00000339001	0	0	0	0	0.067	0	0.900	0	0.902
ARID1A	DPF2	9606.ENSP00000320485	9606.ENSP00000252268	0	0	0	0	0.100	0.990	0.540	0	0.995
ARID1A	SMARCC1	9606.ENSP00000320485	9606.ENSP00000254480	0	0	0	0	0.271	0.940	0.900	0	0.995
ARID1A	ARID1B	9606.ENSP00000320485	9606.ENSP00000490491	0	0	0	0.927	0.437	0.846	0.900	0	0.990
ARID1A	SMARCD1	9606.ENSP00000320485	9606.ENSP00000378414	0	0	0	0	0.141	0.992	0.900	0	0.999
ARID1A	SMARCA4	9606.ENSP00000320485	9606.ENSP00000343896	0	0	0	0	0.250	0.998	0.900	0	0.999
ARID1A	SMARCE1	9606.ENSP00000320485	9606.ENSP00000323967	0	0	0	0	0.097	0.991	0.900	0	0.999
ARID1A	SMARCB1	9606.ENSP00000320485	9606.ENSP00000340883	0	0	0	0	0.076	0.991	0.900	0	0.999
ARID1A	SMARCC2	9606.ENSP00000320485	9606.ENSP00000449396	0	0	0	0	0.108	0.993	0.900	0	0.999
ARID1B	DPF2	9606.ENSP00000490491	9606.ENSP00000252268	0	0	0	0	0.049	0.898	0.540	0	0.951
ARID1B	SMARCC1	9606.ENSP00000490491	9606.ENSP00000254480	0	0	0	0	0.067	0.918	0.900	0	0.991
ARID1B	SMARCE1	9606.ENSP00000490491	9606.ENSP00000323967	0	0	0	0	0.060	0.927	0.900	0	0.992
ARID1B	SMARCB1	9606.ENSP00000490491	9606.ENSP00000340883	0	0	0	0	0.049	0.921	0.900	0	0.991
ARID1B	SMARCA4	9606.ENSP00000490491	9606.ENSP00000343896	0	0	0	0	0.105	0.944	0.900	0	0.994
ARID1B	SMARCD1	9606.ENSP00000490491	9606.ENSP00000378414	0	0	0	0	0.049	0.935	0.900	0	0.993
ARID1B	SMARCC2	9606.ENSP00000490491	9606.ENSP00000449396	0	0	0	0	0.100	0.927	0.900	0	0.992
ARID2	SMARCC1	9606.ENSP00000335044	9606.ENSP00000254480	0	0	0	0	0.126	0.660	0.720	0	0.909
ARID2	SMARCE1	9606.ENSP00000335044	9606.ENSP00000323967	0	0	0	0	0.114	0.974	0.800	0	0.995
ARID2	PBRM1	9606.ENSP00000335044	9606.ENSP00000386593	0	0	0	0	0.643	0.985	0.800	0	0.998
ARID2	SMARCB1	9606.ENSP00000335044	9606.ENSP00000340883	0	0	0	0	0.058	0.982	0.720	0	0.995
ARID2	SMARCC2	9606.ENSP00000335044	9606.ENSP00000449396	0	0	0	0	0.106	0.983	0.720	0	0.995
ARID2	SMARCA4	9606.ENSP00000335044	9606.ENSP00000343896	0	0	0	0	0.156	0.986	0.720	0	0.996
ARID2	SMARCD1	9606.ENSP00000335044	9606.ENSP00000378414	0	0	0	0	0.109	0.984	0.800	0	0.996
ASF1A	H4C1	9606.ENSP00000229595	9606.ENSP00000479106	0	0	0	0	0	0.935	0	0	0.935
ASF1A	H3-3A	9606.ENSP00000229595	9606.ENSP00000355780	0	0	0	0	0.109	0.928	0	0	0.933
ASF1A	CHAF1B	9606.ENSP00000229595	9606.ENSP00000315700	0	0	0	0	0.105	0.937	0	0	0.942
ASF1A	MCM2	9606.ENSP00000229595	9606.ENSP00000265056	0	0	0	0	0.196	0.985	0	0	0.987
ASF1A	NASP	9606.ENSP00000229595	9606.ENSP00000255120	0	0	0	0	0.223	0.966	0	0	0.973
ASF1A	TLK2	9606.ENSP00000229595	9606.ENSP00000316512	0	0	0	0	0.110	0.985	0	0	0.986
ASF1A	HIRA	9606.ENSP00000229595	9606.ENSP00000263208	0	0	0	0	0	0.997	0.800	0	0.999
ASH2L	SETD1A	9606.ENSP00000340896	9606.ENSP00000262519	0	0	0	0	0.050	0.980	0.900	0	0.998
ASH2L	RBBP5	9606.ENSP00000340896	9606.ENSP00000264515	0	0	0	0	0.074	0.997	0.900	0	0.999
ASH2L	WDR82	9606.ENSP00000340896	9606.ENSP00000296490	0	0	0	0	0.086	0.928	0.900	0	0.992
ASH2L	HCFC1	9606.ENSP00000340896	9606.ENSP00000309555	0	0	0	0	0.060	0.867	0.900	0	0.986
ASH2L	MEN1	9606.ENSP00000340896	9606.ENSP00000337088	0	0	0	0	0.067	0.764	0.800	0	0.952
ASH2L	KMT2A	9606.ENSP00000340896	9606.ENSP00000436786	0	0	0	0	0.057	0.993	0.900	0	0.999
ASH2L	PAXIP1	9606.ENSP00000340896	9606.ENSP00000384048	0	0	0	0	0.060	0.839	0.900	0	0.983
ATAD2	H4C1	9606.ENSP00000287394	9606.ENSP00000479106	0	0	0	0	0	0.914	0	0	0.914
ATRX	H3-3A	9606.ENSP00000362441	9606.ENSP00000355780	0	0	0	0	0	0.911	0	0	0.911
BAZ1A	SMARCA5	9606.ENSP00000371859	9606.ENSP00000283131	0	0	0	0	0.133	0.971	0.900	0	0.997
BAZ1A	BPTF	9606.ENSP00000371859	9606.ENSP00000307208	0	0	0	0.547	0.120	0	0.900	0	0.908
BAZ1A	RBBP4	9606.ENSP00000371859	9606.ENSP00000362592	0	0	0	0	0.067	0.277	0.900	0	0.926
BAZ1B	SMARCA5	9606.ENSP00000342434	9606.ENSP00000283131	0	0	0	0	0.180	0.911	0.900	0	0.992
BCAS2	RBM22	9606.ENSP00000358554	9606.ENSP00000199814	0	0	0	0	0.060	0.939	0.900	0	0.993
BCAS2	DHX8	9606.ENSP00000358554	9606.ENSP00000262415	0	0	0	0	0.063	0.840	0.900	0	0.983
BCAS2	ISY1	9606.ENSP00000358554	9606.ENSP00000273541	0	0	0	0	0.141	0.905	0.540	0	0.959
BCAS2	TCERG1	9606.ENSP00000358554	9606.ENSP00000296702	0	0	0	0	0.067	0.840	0.400	0	0.902
BCAS2	SNRNP200	9606.ENSP00000358554	9606.ENSP00000317123	0	0	0	0	0.127	0.987	0	0	0.988
BCAS2	XAB2	9606.ENSP00000358554	9606.ENSP00000351137	0	0	0	0	0.064	0.977	0.900	0	0.997
BCAS2	SNRPE	9606.ENSP00000358554	9606.ENSP00000400591	0	0	0	0	0.370	0.914	0.900	0	0.994
BCAS2	CRNKL1	9606.ENSP00000358554	9606.ENSP00000366557	0	0	0	0	0.083	0.930	0.900	0	0.993
BCAS2	CDC5L	9606.ENSP00000358554	9606.ENSP00000360532	0	0	0	0	0.128	0.999	0.900	0	0.999
BCAS2	SNW1	9606.ENSP00000358554	9606.ENSP00000451129	0	0	0	0	0.163	0.981	0.900	0	0.998
BCCIP	CDK7	9606.ENSP00000357748	9606.ENSP00000256443	0	0	0	0	0.126	0	0.900	0	0.908
BMS1	DIMT1	9606.ENSP00000363642	9606.ENSP00000199320	0	0	0	0	0.726	0.896	0	0	0.970
BMS1	FBL	9606.ENSP00000363642	9606.ENSP00000221801	0	0	0	0	0.440	0.970	0	0	0.983
BMS1	RBM28	9606.ENSP00000363642	9606.ENSP00000223073	0	0	0	0	0.970	0	0.400	0	0.981
BMS1	UTP18	9606.ENSP00000363642	9606.ENSP00000225298	0	0	0	0	0.706	0.991	0.540	0	0.998
BMS1	KRR1	9606.ENSP00000363642	9606.ENSP00000229214	0	0	0	0	0.868	0.991	0	0	0.998
BMS1	BYSL	9606.ENSP00000363642	9606.ENSP00000230340	0	0	0	0	0.869	0.991	0	0	0.998
BMS1	MTREX	9606.ENSP00000363642	9606.ENSP00000230640	0	0	0	0	0.838	0.639	0.400	0	0.962
BMS1	RRP9	9606.ENSP00000363642	9606.ENSP00000232888	0	0	0	0	0.601	0.991	0	0	0.996
BMS1	CEBPZ	9606.ENSP00000363642	9606.ENSP00000234170	0	0	0	0	0.931	0.075	0	0	0.934
BMS1	MPHOSPH10	9606.ENSP00000363642	9606.ENSP00000244230	0	0	0	0	0.910	0.991	0.540	0	0.999
BMS1	NOL11	9606.ENSP00000363642	9606.ENSP00000253247	0	0	0	0	0.384	0.800	0.500	0	0.933
BMS1	UTP3	9606.ENSP00000363642	9606.ENSP00000254803	0	0	0	0	0.878	0.991	0	0	0.998
BMS1	NAT10	9606.ENSP00000363642	9606.ENSP00000257829	0	0	0	0	0.952	0.991	0	0	0.999
BMS1	UTP20	9606.ENSP00000363642	9606.ENSP00000261637	0	0	0	0	0.857	0.991	0.540	0	0.999
BMS1	UTP6	9606.ENSP00000363642	9606.ENSP00000261708	0	0	0	0	0.783	0.991	0.540	0	0.999
BMS1	DDX18	9606.ENSP00000363642	9606.ENSP00000263239	0	0	0	0	0.838	0.954	0	0	0.992
BMS1	PNO1	9606.ENSP00000363642	9606.ENSP00000263657	0	0	0	0	0.295	0.955	0	0	0.967
BMS1	NOP58	9606.ENSP00000363642	9606.ENSP00000264279	0	0	0	0	0.726	0.991	0	0	0.997
BMS1	PWP2	9606.ENSP00000363642	9606.ENSP00000291576	0	0	0	0	0.746	0.967	0.540	0	0.995
BMS1	DCAF13	9606.ENSP00000363642	9606.ENSP00000297579	0	0	0	0	0.742	0.991	0	0	0.997
BMS1	TSR1	9606.ENSP00000363642	9606.ENSP00000301364	0	0	0	0.570	0.918	0.256	0	0	0.937
BMS1	WDR3	9606.ENSP00000363642	9606.ENSP00000308179	0	0	0	0	0.945	0.991	0.540	0	0.999
BMS1	WDR75	9606.ENSP00000363642	9606.ENSP00000314193	0	0	0	0	0.857	0.991	0.500	0	0.999
BMS1	NOC2L	9606.ENSP00000363642	9606.ENSP00000317992	0	0	0	0	0.922	0	0.540	0	0.962
BMS1	IMP3	9606.ENSP00000363642	9606.ENSP00000326981	0	0	0	0	0.317	0.991	0.540	0	0.996
BMS1	UTP4	9606.ENSP00000363642	9606.ENSP00000327179	0	0	0	0	0.840	0.991	0.540	0	0.999
BMS1	NOC4L	9606.ENSP00000363642	9606.ENSP00000328854	0	0	0	0	0.635	0.991	0.540	0	0.998
BMS1	PES1	9606.ENSP00000363642	9606.ENSP00000346725	0	0	0	0	0.861	0	0.540	0	0.933
BMS1	HEATR1	9606.ENSP00000363642	9606.ENSP00000355541	0	0	0	0	0.853	0.991	0.540	0	0.999
BMS1	PDCD11	9606.ENSP00000363642	9606.ENSP00000358812	0	0	0	0	0.937	0.971	0	0	0.998
BMS1	DDX27	9606.ENSP00000363642	9606.ENSP00000483495	0	0	0	0	0.897	0.145	0	0	0.908
BMS1	BOP1	9606.ENSP00000363642	9606.ENSP00000455106	0	0	0	0	0.834	0	0.540	0	0.920
BMS1	FTSJ3	9606.ENSP00000363642	9606.ENSP00000396673	0	0	0	0	0.909	0	0.400	0	0.943
BMS1	EXOSC10	9606.ENSP00000363642	9606.ENSP00000366135	0	0	0	0	0.646	0.961	0.400	0	0.991
BMS1	SNU13	9606.ENSP00000363642	9606.ENSP00000383949	0	0	0	0	0.252	0.991	0	0	0.993
BMS1	RSL1D1	9606.ENSP00000363642	9606.ENSP00000460871	0	0	0	0	0.727	0.952	0.540	0	0.993
BMS1	DNTTIP2	9606.ENSP00000363642	9606.ENSP00000411010	0	0	0	0	0.399	0.991	0	0	0.994
BMS1	RBM19	9606.ENSP00000363642	9606.ENSP00000442053	0	0	0	0	0.847	0.963	0	0	0.994
BMS1	EMG1	9606.ENSP00000363642	9606.ENSP00000470560	0	0	0	0	0.238	0.991	0	0	0.992
BMS1	UTP14A	9606.ENSP00000363642	9606.ENSP00000377944	0	0	0	0	0.836	0.967	0	0	0.994
BMS1	NOP56	9606.ENSP00000363642	9606.ENSP00000370589	0	0	0	0	0.854	0.991	0	0	0.998
BMS1	TBL3	9606.ENSP00000363642	9606.ENSP00000454836	0	0	0	0	0.840	0.991	0.540	0	0.999
BMS1	WDR36	9606.ENSP00000363642	9606.ENSP00000423067	0	0	0	0	0.929	0.991	0.540	0	0.999
BMS1	NOL10	9606.ENSP00000363642	9606.ENSP00000371101	0	0	0	0	0.929	0.991	0	0	0.999
BMS1	WDR43	9606.ENSP00000363642	9606.ENSP00000384302	0	0	0	0	0.828	0.991	0.500	0	0.999
BOP1	FBL	9606.ENSP00000455106	9606.ENSP00000221801	0	0	0	0	0.775	0.447	0.500	0	0.932
BOP1	UTP18	9606.ENSP00000455106	9606.ENSP00000225298	0	0	0	0	0.913	0	0.540	0	0.958
BOP1	RRP9	9606.ENSP00000455106	9606.ENSP00000232888	0	0	0	0	0.832	0	0.500	0	0.912
BOP1	CEBPZ	9606.ENSP00000455106	9606.ENSP00000234170	0	0	0	0	0.893	0.402	0	0	0.933
BOP1	NAT10	9606.ENSP00000455106	9606.ENSP00000257829	0	0	0	0	0.922	0	0	0	0.922
BOP1	DDX56	9606.ENSP00000455106	9606.ENSP00000258772	0	0	0	0	0.926	0.295	0	0	0.945
BOP1	DDX18	9606.ENSP00000455106	9606.ENSP00000263239	0	0	0	0	0.963	0.965	0	0	0.998
BOP1	NOP58	9606.ENSP00000455106	9606.ENSP00000264279	0	0	0	0	0.905	0.728	0.500	0	0.986
BOP1	NIFK	9606.ENSP00000455106	9606.ENSP00000285814	0	0	0	0	0.616	0.950	0	0	0.979
BOP1	PWP2	9606.ENSP00000455106	9606.ENSP00000291576	0	0	0	0	0.831	0	0.540	0	0.919
BOP1	TSR1	9606.ENSP00000455106	9606.ENSP00000301364	0	0	0	0	0.913	0	0	0	0.913
BOP1	WDR3	9606.ENSP00000455106	9606.ENSP00000308179	0	0	0	0	0.920	0	0.540	0	0.961
BOP1	WDR75	9606.ENSP00000455106	9606.ENSP00000314193	0	0	0	0	0.830	0.071	0.500	0	0.914
BOP1	DDX10	9606.ENSP00000455106	9606.ENSP00000314348	0	0	0	0	0.885	0.295	0	0	0.915
BOP1	NOC2L	9606.ENSP00000455106	9606.ENSP00000317992	0	0	0	0	0.924	0.951	0.540	0	0.998
BOP1	DDX54	9606.ENSP00000455106	9606.ENSP00000323858	0	0	0	0	0.925	0.295	0	0	0.944
BOP1	IMP3	9606.ENSP00000455106	9606.ENSP00000326981	0	0	0	0	0.409	0.091	0.900	0	0.941
BOP1	NOC4L	9606.ENSP00000455106	9606.ENSP00000328854	0	0	0	0	0.823	0.095	0.540	0	0.919
BOP1	BRIX1	9606.ENSP00000455106	9606.ENSP00000338862	0	0	0	0	0.825	0.962	0	0	0.993
BOP1	RRP1B	9606.ENSP00000455106	9606.ENSP00000339145	0	0	0	0	0.695	0.873	0.540	0	0.980
BOP1	PES1	9606.ENSP00000455106	9606.ENSP00000346725	0	0	0	0	0.935	0.992	0.900	0	0.999
BOP1	DDX47	9606.ENSP00000455106	9606.ENSP00000350698	0	0	0	0	0.914	0.295	0.500	0	0.967
BOP1	GTPBP4	9606.ENSP00000455106	9606.ENSP00000354040	0	0	0	0	0.869	0.953	0	0	0.993
BOP1	HEATR1	9606.ENSP00000455106	9606.ENSP00000355541	0	0	0	0	0.904	0.128	0.540	0	0.958
BOP1	DKC1	9606.ENSP00000455106	9606.ENSP00000358563	0	0	0	0	0.888	0.430	0	0	0.933
BOP1	PDCD11	9606.ENSP00000455106	9606.ENSP00000358812	0	0	0	0	0.882	0.071	0.500	0	0.940
BOP1	NOC3L	9606.ENSP00000455106	9606.ENSP00000360412	0	0	0	0	0.904	0.943	0	0	0.994
BOP1	MRTO4	9606.ENSP00000455106	9606.ENSP00000364320	0	0	0	0	0.847	0.945	0.540	0	0.995
BOP1	NOP56	9606.ENSP00000455106	9606.ENSP00000370589	0	0	0	0	0.849	0.426	0.500	0	0.953
BOP1	MYBBP1A	9606.ENSP00000455106	9606.ENSP00000370968	0	0	0	0	0.878	0.292	0	0	0.910
BOP1	NOP2	9606.ENSP00000455106	9606.ENSP00000371858	0	0	0	0	0.842	0.903	0	0	0.984
BOP1	GNL3	9606.ENSP00000455106	9606.ENSP00000395772	0	0	0	0	0.832	0.908	0.400	0	0.990
BOP1	FTSJ3	9606.ENSP00000455106	9606.ENSP00000396673	0	0	0	0	0.921	0.940	0.540	0	0.997
BOP1	EBNA1BP2	9606.ENSP00000455106	9606.ENSP00000407323	0	0	0	0	0.696	0.949	0.540	0	0.992
BOP1	RRP1	9606.ENSP00000455106	9606.ENSP00000417464	0	0	0	0	0.727	0.828	0.540	0	0.976
BOP1	RPL7L1	9606.ENSP00000455106	9606.ENSP00000418221	0	0	0	0	0.627	0.905	0	0	0.963
BOP1	WDR36	9606.ENSP00000455106	9606.ENSP00000423067	0	0	0	0	0.865	0	0.540	0	0.935
BOP1	TBL3	9606.ENSP00000455106	9606.ENSP00000454836	0	0	0	0.551	0.924	0	0.540	0	0.963
BOP1	DDX52	9606.ENSP00000455106	9606.ENSP00000479504	0	0	0	0	0.836	0	0.500	0	0.914
BOP1	WDR18	9606.ENSP00000455106	9606.ENSP00000476117	0	0	0	0.568	0.860	0.349	0.500	0	0.950
BOP1	DDX27	9606.ENSP00000455106	9606.ENSP00000483495	0	0	0	0	0.895	0.479	0	0	0.943
BOP1	RSL1D1	9606.ENSP00000455106	9606.ENSP00000460871	0	0	0	0	0.888	0.943	0.540	0	0.996
BPTF	SMARCA5	9606.ENSP00000307208	9606.ENSP00000283131	0	0	0	0	0.222	0.827	0.900	0	0.985
BPTF	H3-3A	9606.ENSP00000307208	9606.ENSP00000355780	0	0	0	0	0	0.906	0	0	0.906
BPTF	RBBP4	9606.ENSP00000307208	9606.ENSP00000362592	0	0	0	0	0.082	0.778	0.900	0	0.977
BRD1	KAT7	9606.ENSP00000410042	9606.ENSP00000259021	0	0	0	0	0.076	0.987	0.900	0	0.998
BRD4	JMJD6	9606.ENSP00000263377	9606.ENSP00000394085	0	0	0	0	0.049	0.984	0	0	0.984
BRD8	YEATS4	9606.ENSP00000254900	9606.ENSP00000247843	0	0	0	0	0.044	0.847	0.900	0	0.984
BRD8	INO80C	9606.ENSP00000254900	9606.ENSP00000391457	0	0	0	0	0.049	0	0.900	0	0.900
BRD8	MCRS1	9606.ENSP00000254900	9606.ENSP00000349640	0	0	0	0	0.067	0.157	0.900	0	0.914
BRD8	MSL1	9606.ENSP00000254900	9606.ENSP00000462945	0	0	0	0	0.087	0.100	0.900	0	0.910
BRD8	MRGBP	9606.ENSP00000254900	9606.ENSP00000359518	0	0	0	0	0	0.875	0.800	0	0.973
BRD8	TRRAP	9606.ENSP00000254900	9606.ENSP00000352925	0	0	0	0	0.049	0.820	0.900	0	0.981
BRD8	EP400	9606.ENSP00000254900	9606.ENSP00000374212	0	0	0	0	0.060	0.818	0.900	0	0.981
BRD8	DMAP1	9606.ENSP00000254900	9606.ENSP00000361363	0	0	0	0	0.107	0.670	0.900	0	0.968
BRIX1	DIMT1	9606.ENSP00000338862	9606.ENSP00000199320	0	0	0	0	0.918	0	0	0	0.918
BRIX1	RBM28	9606.ENSP00000338862	9606.ENSP00000223073	0	0	0	0	0.842	0.579	0	0	0.930
BRIX1	KRR1	9606.ENSP00000338862	9606.ENSP00000229214	0	0	0	0	0.932	0.164	0	0	0.941
BRIX1	BYSL	9606.ENSP00000338862	9606.ENSP00000230340	0	0	0	0	0.920	0.114	0	0	0.926
BRIX1	CEBPZ	9606.ENSP00000338862	9606.ENSP00000234170	0	0	0	0	0.895	0.468	0	0	0.942
BRIX1	DDX56	9606.ENSP00000338862	9606.ENSP00000258772	0	0	0	0	0.834	0.467	0	0	0.908
BRIX1	DDX18	9606.ENSP00000338862	9606.ENSP00000263239	0	0	0	0	0.833	0.952	0	0	0.991
BRIX1	NOP58	9606.ENSP00000338862	9606.ENSP00000264279	0	0	0	0	0.950	0.412	0	0	0.969
BRIX1	NHP2	9606.ENSP00000338862	9606.ENSP00000274606	0	0	0	0	0.908	0.446	0	0	0.947
BRIX1	NIFK	9606.ENSP00000338862	9606.ENSP00000285814	0	0	0	0	0.961	0.979	0	0	0.999
BRIX1	DCAF13	9606.ENSP00000338862	9606.ENSP00000297579	0	0	0	0	0.900	0	0	0	0.900
BRIX1	NOC2L	9606.ENSP00000338862	9606.ENSP00000317992	0	0	0	0	0.918	0.945	0	0	0.995
BRIX1	IMP3	9606.ENSP00000338862	9606.ENSP00000326981	0	0	0	0	0.905	0.091	0	0	0.910
BRIX1	NOP56	9606.ENSP00000338862	9606.ENSP00000370589	0	0	0	0	0.903	0.379	0	0	0.937
BRIX1	RBM34	9606.ENSP00000338862	9606.ENSP00000386226	0	0	0	0	0.818	0.657	0	0	0.935
BRIX1	SURF6	9606.ENSP00000338862	9606.ENSP00000361092	0	0	0	0	0.737	0.776	0	0	0.938
BRIX1	FTSJ3	9606.ENSP00000338862	9606.ENSP00000396673	0	0	0	0	0.590	0.906	0	0	0.960
BRIX1	PDCD11	9606.ENSP00000338862	9606.ENSP00000358812	0	0	0	0	0.833	0.646	0	0	0.938
BRIX1	GNL3	9606.ENSP00000338862	9606.ENSP00000395772	0	0	0	0	0.851	0.807	0	0	0.970
BRIX1	RRP1	9606.ENSP00000338862	9606.ENSP00000417464	0	0	0	0	0.788	0.841	0	0	0.964
BRIX1	RRP1B	9606.ENSP00000338862	9606.ENSP00000339145	0	0	0	0	0.794	0.882	0	0	0.974
BRIX1	NOP2	9606.ENSP00000338862	9606.ENSP00000371858	0	0	0	0	0.831	0.897	0	0	0.982
BRIX1	PUM3	9606.ENSP00000338862	9606.ENSP00000380982	0	0	0	0	0.938	0.812	0	0	0.987
BRIX1	PES1	9606.ENSP00000338862	9606.ENSP00000346725	0	0	0	0	0.691	0.968	0	0	0.989
BRIX1	RSL1D1	9606.ENSP00000338862	9606.ENSP00000460871	0	0	0	0	0.912	0.949	0	0	0.995
BRIX1	MRTO4	9606.ENSP00000338862	9606.ENSP00000364320	0	0	0	0	0.931	0.961	0	0	0.997
BRIX1	NOC3L	9606.ENSP00000338862	9606.ENSP00000360412	0	0	0	0	0.866	0.963	0	0	0.994
BRIX1	GTPBP4	9606.ENSP00000338862	9606.ENSP00000354040	0	0	0	0	0.958	0.955	0	0	0.998
BRIX1	EBNA1BP2	9606.ENSP00000338862	9606.ENSP00000407323	0	0	0	0	0.946	0.993	0	0	0.999
BUB3	MAD2L1	9606.ENSP00000357858	9606.ENSP00000296509	0	0	0	0	0.489	0.845	0.800	0	0.982
BUB3	ZNF207	9606.ENSP00000357858	9606.ENSP00000378165	0	0	0	0	0.188	0.919	0	0	0.931
BUD23	DIMT1	9606.ENSP00000401191	9606.ENSP00000199320	0	0	0	0	0.688	0.903	0	0	0.968
BUD23	BYSL	9606.ENSP00000401191	9606.ENSP00000230340	0	0	0	0	0.621	0.877	0.400	0	0.969
BUD23	PNO1	9606.ENSP00000401191	9606.ENSP00000263657	0	0	0	0	0.348	0.874	0.400	0	0.946
